day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
72,3.0,3.0,3,0.0,2.0,0.602,0.0,1.0,0.117,1.0,3.0,1.067,0.0,2.0,0.427,1.0,2.0,0.84,0.0,1.0,0.251,2.0,3.0,1.609,1.0,3.0,1.087,10.0,19.0,11.946,6000.0,7500.0,6121.5,0.0,1.0,0.096,,,,20.0,20.0,18.08,20.0,20.0,20,1.0,1.0,1,28.0,32.0,28.393,2360.0,2440.0,2353.97,1000.0,1400.0,901.95,9100.0,10500.0,8154.35,13.0,28.0,14.068,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,658.75,1.0,1.0,0.598,,,,100.0,200.0,67.8,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.492,,,,20.0,20.0,20,20.0,20.0,21.09,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,9.2,0.0,1.0,0.1,0.0,1.0,0.256,0.0,0.0,0.046,,,,,,,12000.0,12000.0,11427,1500.0,3000.0,1566,0.0,3.0,1.035,0.0,1.0,0.318,0.0,1.0,0.345,0.0,1.0,0.381,0.0,0.0,130,0.0,0.0,0.013,0.0,0.0,0.176
73,3.0,3.0,3,0.0,2.0,0.608,0.0,1.0,0.108,1.0,3.0,1.074,0.0,2.0,0.423,1.0,2.0,0.814,0.0,1.0,0.278,1.0,3.0,1.599,1.0,3.0,1.096,10.0,18.0,11.83,6000.0,7500.0,6134.5,0.0,1.0,0.108,,,,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,28.0,32.0,28.465,2380.0,2460.0,2373.97,1000.0,1400.0,765.75,9250.0,10700.0,7978.25,14.0,28.0,14.062,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,361.25,1.0,1.0,0.596,,,,100.0,200.0,70.1,150.0,150.0,133.8,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.644,,,,20.0,20.0,20,20.0,20.0,21.36,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,21.45,0.0,1.0,0.093,0.0,1.0,0.253,0.0,1.0,0.058,,,,,,,12000.0,12000.0,11694,1500.0,3000.0,1759.5,0.0,3.0,1.155,0.0,1.0,0.375,0.0,1.0,0.385,0.0,1.0,0.413,0.0,0.0,380,0.0,0.0,0.013,0.0,0.0,0.199
74,3.0,3.0,3,0.0,2.0,0.634,0.0,1.0,0.128,1.0,3.0,1.064,0.0,2.0,0.417,1.0,2.0,0.805,0.0,1.0,0.265,2.0,3.0499999999999545,1.64,1.0,3.0,1.047,10.0,19.0,12.018,6000.0,7500.0,6111,0.0,1.0,0.106,,,,30.0,30.0,26.82,20.0,20.0,20,1.0,1.0,1,28.0,32.0,28.587,2420.0,2510.0,2420.79,800.0,1400.0,725.6,9300.0,10750.0,7906.45,14.0,28.0,14.003,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,590.75,1.0,1.0,0.606,,,,100.0,200.0,68.2,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.7,,,,20.0,20.0,20,20.0,20.0,21.43,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,13.9,0.0,1.0,0.091,0.0,1.0,0.258,0.0,0.0,0.045,,,,,,,12000.0,12000.0,11466,1500.0,3000.0,1669.5,0.0,3.0,1.137,0.0,1.0,0.375,0.0,1.0,0.379,0.0,1.0,0.359,0.0,0.0,140,0.0,0.0,0.017,0.0,0.0,0.234
75,3.0,3.0,3,0.0,2.0,0.582,0.0,1.0,0.111,1.0,3.0,1.042,0.0,2.0,0.435,1.0,2.0,0.76,0.0,1.0,0.282,2.0,4.0,1.676,1.0,3.0,1.112,10.0,19.0,11.854,6000.0,7500.0,6112,0.0,1.0,0.122,,,,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,28.0,32.0,28.66,2440.0,2530.0,2440.79,400.0,1400.0,582.25,9350.0,11000.0,7483.75,14.0,28.0,14.157,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,412.25,1.0,1.0,0.613,,,,100.0,200.0,71.7,200.0,200.0,175.6,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,28.968,,,,20.0,20.0,20,20.0,20.0,21.43,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,19.6,0.0,1.0,0.094,0.0,1.0,0.249,0.0,0.0,0.044,,,,,,,12000.0,12000.0,11661,1500.0,3000.0,1750.5,0.0,3.0,1.203,0.0,1.0,0.381,0.0,1.0,0.401,0.0,1.0,0.385,0.0,10000.0,670,0.0,0.0,0.024,0.0,0.0,0.381
76,3.0,3.0,3,0.0,2.0,0.585,0.0,1.0,0.128,1.0,3.0,1.059,0.0,2.0,0.432,1.0,2.0,0.838,0.0,1.0,0.252,2.0,4.0,1.616,1.0,3.0,1.09,10.0,19.0,12.015,6000.0,7500.0,6117,0.0,1.0,0.093,,,,40.0,40.0,36.28,20.0,20.0,20,1.0,1.0,1,28.0,32.0,28.884,2500.0,2590.0,2497.07,400.0,1350.0,520.2,9400.0,11100.0,7422.15,14.0,28.0,14.517,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1015.75,1.0,1.0,0.604,,,,50.0,200.0,68.4,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.02,,,,20.0,20.0,20,20.0,20.0,20.98,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,17.3,0.0,1.0,0.097,0.0,1.0,0.248,0.0,1.0,0.051,,,,,,,12000.0,12000.0,11076,1500.0,3000.0,1653,0.0,3.0,1.074,0.0,1.0,0.37,0.0,1.0,0.358,0.0,1.0,0.374,0.0,0.0,130,0.0,0.0,0.015,0.0,0.0,0.266
77,3.0,3.0,3,0.0,2.0,0.608,0.0,1.0,0.119,1.0,3.0,1.094,0.0,2.0,0.423,1.0,2.0,0.876,0.0,1.0,0.27,1.0,3.0,1.562,1.0,3.0,1.048,15.0,24.0,16.321,6000.0,7500.0,6093.5,0.0,1.0,0.109,0.0,0.0,0.05,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.999,28.0,32.0,28.978,2520.0,2610.0,2517.12,600.0,1302.4999999999977,597.6,9450.0,11500.0,6833.35,15.0,29.0,15.914,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,522.75,1.0,1.0,0.618,,,,100.0,200.0,69.3,350.0,350.0,311.85,100.0,100.0,100,,,,100.0,100.0,99.95,28.0,32.0,29.408,,,,20.0,20.0,20,70.0,70.0,64.67,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,4.85,0.0,1.0,0.096,0.0,1.0,0.243,0.0,0.0,0.043,,,,50.0,50.0,44.55,12000.0,12000.0,11574,1500.0,3000.0,1521,0.0,3.0,0.996,0.0,1.0,0.328,0.0,1.0,0.332,0.0,1.0,0.354,0.0,10000.0,970,0.0,0.0,0.029,0.0,0.0,0.521
78,3.0,3.0,3,0.0,2.0,0.62,0.0,1.0,0.091,1.0,3.0,1.114,0.0,1.0,0.419,1.0,2.0,0.8,0.0,1.0,0.268,2.0,4.0,1.63,1.0,3.0,1.058,10.0,19.0,11.791,6000.0,7500.0,6128,0.0,1.0,0.085,0.0,0.0,0.05,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.245,2540.0,2630.0,2537.17,700.0,1350.0,703.5,9450.0,11700.0,6593.6,14.0,28.0,14.58,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1419.5,1.0,1.0,0.615,,,,100.0,200.0,68.7,100.0,100.0,91.5,100.0,100.0,100,,,,100.0,100.0,99.95,28.0,32.0,29.568,,,,20.0,20.0,20,20.0,50.0,23.39,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,2.4999999999977263,5.1,0.0,1.0,0.089,0.0,1.0,0.25,0.0,0.0,0.046,,,,,,,12000.0,12000.0,10680,1500.0,3000.0,1489.5,0.0,3.0,0.936,0.0,1.0,0.353,0.0,1.0,0.312,0.0,1.0,0.328,0.0,0.0,400,0.0,0.0,0.067,0.0,0.0,1.12
79,3.0,3.0,3,0.0,2.0,0.602,0.0,1.0,0.097,1.0,3.0,1.079,0.0,2.0,0.422,1.0,2.0,0.814,0.0,1.0,0.267,2.0,4.0,1.618,1.0,3.0,1.101,10.0,18.0,11.84,6000.0,7500.0,6129,0.0,1.0,0.088,,,,20.0,20.0,18.24,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.445,2580.0,2670.0,2575.41,800.0,1400.0,773.7,9450.0,11750.0,6552.5,14.0,28.0,14.252,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1177.25,1.0,1.0,0.602,,,,100.0,200.0,68.9,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.612,,,,20.0,20.0,20,20.0,50.0,22.57,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,5.55,0.0,1.0,0.092,0.0,1.0,0.258,0.0,0.0,0.048,,,,,,,12000.0,12000.0,10986,1500.0,1500.0,1461,0.0,3.0,0.978,0.0,1.0,0.323,0.0,1.0,0.326,0.0,1.0,0.325,0.0,0.0,110,0.0,0.0,0.077,0.0,0.0,1.264
80,3.0,3.0,3,0.0,2.0,0.585,0.0,1.0,0.101,1.0,3.0,1.123,0.0,2.0,0.427,1.0,2.0,0.779,0.0,1.0,0.277,1.0,3.0,1.602,1.0,3.0,1.105,11.0,19.0,11.898,6000.0,7500.0,6130.5,0.0,1.0,0.089,0.0,0.0,0.15,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.518,2600.0,2690.0,2595.56,900.0,1400.0,835,9450.0,11950.0,6409.65,14.0,28.0,14.44,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,675.75,1.0,1.0,0.579,,,,100.0,200.0,70.4,150.0,150.0,136.65,100.0,100.0,100,,,,100.0,100.0,99.9,28.0,32.0,29.752,,,,20.0,20.0,20,20.0,50.0,22.36,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.998,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.998,0.0,100.0,7.45,0.0,1.0,0.112,0.0,1.0,0.26,0.0,0.0,0.049,,,,,,,12000.0,12000.0,11415,1500.0,3000.0,1540.5,0.0,3.0,1.095,0.0,1.0,0.342,0.0,1.0,0.365,0.0,1.0,0.32,0.0,0.0,350,0.0,1.0,0.086,0.0,7.0,1.453
81,3.0,3.0,3,0.0,2.0,0.602,0.0,1.0,0.111,1.0,3.0,1.038,0.0,2.0,0.425,1.0,2.0,0.811,0.0,1.0,0.279,2.0,3.0,1.633,1.0,3.0,1.101,10.0,19.0,11.942,6000.0,7500.0,6108,0.0,1.0,0.1,0.0,0.0,0.05,30.0,30.0,27,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.596,2650.0,2740.0,2642.61,800.0,1400.0,731.05,9450.0,12000.0,6380.05,14.0,28.0,14.592,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,833,1.0,1.0,0.605,,,,100.0,200.0,70.4,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.792,,,,20.0,20.0,20,20.0,50.0,22.95,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,16.95,0.0,1.0,0.09,0.0,1.0,0.249,0.0,1.0,0.056,,,,,,,12000.0,12000.0,11262,1500.0,3000.0,1692,0.0,3.0,1.161,0.0,1.0,0.355,0.0,1.0,0.387,0.0,1.0,0.386,0.0,0.0,100,0.0,1.0,0.118,0.0,15.349999999999682,1.941
82,3.0,3.0,3,0.0,2.0,0.589,0.0,1.0,0.124,1.0,3.0,1.075,0.0,2.0,0.401,1.0,2.0,0.822,0.0,1.0,0.271,2.0,3.0499999999999545,1.621,1.0,3.0,1.097,10.0,19.0,12.026,6000.0,7500.0,6152.5,0.0,1.0,0.126,,,,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.623,2670.0,2760.0,2662.61,800.0,1400.0,708.65,9375.0,12202.499999999998,6302.05,15.0,28.0,14.608,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,4250.0,765,1.0,1.0,0.63,,,,100.0,200.0,67.2,200.0,200.0,174.8,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.92,,,,20.0,20.0,20,20.0,50.0,23.55,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,12.4,0.0,1.0,0.088,0.0,1.0,0.23,0.0,1.0,0.052,,,,,,,12000.0,12000.0,11337,1500.0,3000.0,1608,0.0,3.0,1.044,0.0,1.0,0.382,0.0,1.0,0.348,0.0,1.0,0.342,0.0,0.0,320,0.0,1.0,0.153,0.0,22.0,2.522
83,3.0,3.0,3,0.0,2.0,0.585,0.0,1.0,0.11,1.0,3.0,1.064,0.0,2.0,0.426,1.0,2.0,0.818,0.0,1.0,0.263,2.0,3.0,1.627,1.0,3.0,1.107,10.0,19.0,12.016,6000.0,7500.0,6111,0.0,1.0,0.092,,,,40.0,40.0,36.32,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.699,2720.0,2810.0,2718.93,600.0,1400.0,639.95,9300.0,12350.0,6320.95,14.0,28.0,14.45,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1096.5,1.0,1.0,0.596,,,,100.0,200.0,68.9,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.94,,,,20.0,20.0,20,20.0,50.0,24.06,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,13.7,0.0,1.0,0.098,0.0,1.0,0.25,0.0,1.0,0.056,,,,,,,12000.0,12000.0,11049,1500.0,3000.0,1609.5,0.0,3.0,1.077,0.0,1.0,0.339,0.0,1.0,0.359,0.0,1.0,0.375,0.0,0.0,50,0.0,1.0,0.182,0.0,22.0,2.825
84,3.0,3.0,3,0.0,2.0,0.62,0.0,1.0,0.108,1.0,3.0,1.083,0.0,2.0,0.447,1.0,2.0,0.846,0.0,1.0,0.283,1.0,4.0,1.549,1.0,3.0,1.064,15.0,23.0,16.249,6000.0,7500.0,6152.5,0.0,1.0,0.103,0.0,0.0,0.2,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.997,28.0,32.0,29.771,2740.0,2830.0,2739.13,600.0,1400.0,593.7,3175.0,12700.0,6417.95,16.0,37.0,17.399,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,973.25,1.0,1.0,0.598,,,,100.0,200.0,73,350.0,350.0,313.95,100.0,100.0,100,,,,100.0,100.0,99.95,32.0,32.0,30.056,,,,20.0,20.0,20,70.0,70.0,65.44,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,12.5,0.0,1.0,0.105,0.0,1.0,0.247,0.0,0.049999999999954525,0.05,,,,50.0,50.0,44.85,12000.0,12000.0,11172,1500.0,3000.0,1588.5,0.0,3.0,1.056,0.0,1.0,0.342,0.0,1.0,0.352,0.0,1.0,0.365,0.0,0.0,290,0.0,1.0,0.157,0.0,22.0,2.483
85,3.0,3.0,3,0.0,2.0,0.58,0.0,1.0,0.127,1.0,3.0,1.069,0.0,2.0,0.479,1.0,2.0,0.847,0.0,1.0,0.266,2.0,3.0,1.593,1.0,3.0,1.039,11.0,21.0,12.476,6000.0,7500.0,6161.5,0.0,1.0,0.117,0.0,0.0,0.2,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.997,29.0,32.0,29.709,2760.0,2850.0,2759.33,600.0,1400.0,638.75,3150.0,12850.0,6460.75,14.0,28.0,14.565,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,1083.75,1.0,1.0,0.61,,,,100.0,200.0,74.5,100.0,100.0,88.3,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.104,,,,20.0,20.0,20,20.0,70.0,28.77,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,7.2,0.0,1.0,0.091,0.0,1.0,0.256,0.0,0.0,0.043,,,,,,,12000.0,12000.0,11031,1500.0,3000.0,1533,0.0,3.0,0.969,0.0,1.0,0.34,0.0,1.0,0.323,0.0,1.0,0.359,0.0,0.0,120,0.0,3.0,0.317,0.0,44.0,4.967
86,3.0,3.0,3,0.0,2.0,0.574,0.0,1.0,0.109,1.0,3.0,1.095,0.0,2.0,0.408,1.0,2.0,0.83,0.0,1.0,0.225,2.0,4.0,1.662,1.0,3.0,1.097,11.0,19.0,12.04,6000.0,7500.0,6101.5,0.0,1.0,0.096,0.0,0.0,0.5,20.0,20.0,18.08,20.0,20.0,20,1.0,1.0,0.997,30.0,32.0,29.85,2800.0,2890.0,2797.91,600.0,1350.0,649.35,3050.0,12950.0,6404.05,14.0,28.0,13.886,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1530,1.0,1.0,0.611,,,,0.0,200.0,63.3,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.152,,,,20.0,20.0,20,20.0,50.0,25.23,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,9.4,0.0,1.0,0.106,0.0,1.0,0.228,0.0,1.0,0.055,,,,,,,12000.0,12000.0,10626,1500.0,3000.0,1524,0.0,3.0,1.029,0.0,1.0,0.334,0.0,1.0,0.343,0.0,1.0,0.339,0.0,0.0,120,0.0,2.0,0.219,0.0,36.0,3.522
87,3.0,3.0,3,0.0,2.0,0.589,0.0,1.0,0.11,1.0,3.0,1.088,0.0,2.0,0.429,1.0,2.0,0.85,0.0,1.0,0.261,1.0,3.0,1.567,1.0,3.0,1.106,10.0,19.0,12.016,6000.0,7500.0,6216.5,0.0,1.0,0.099,0.0,0.0,0.25,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.996,31.0,32.0,29.897,2820.0,2910.0,2818.16,800.0,1350.0,730,3200.0,13102.499999999998,6528.25,14.0,28.0,14.092,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,1207,1.0,1.0,0.612,,,,100.0,200.0,69,150.0,150.0,135.15,100.0,100.0,100,,,,100.0,100.0,99.95,32.0,32.0,30.184,,,,20.0,20.0,20,20.0,70.0,24.6,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,5.85,0.0,1.0,0.11,0.0,1.0,0.227,0.0,1.0,0.051,,,,,,,12000.0,12000.0,10947,1500.0,3000.0,1459.5,0.0,3.0,0.918,0.0,1.0,0.335,0.0,1.0,0.306,0.0,1.0,0.332,0.0,0.0,80,0.0,2.0,0.237,0.0,37.0,3.888
88,3.0,3.0,3,0.0,2.0,0.601,0.0,1.0,0.106,1.0,3.0,1.083,0.0,2.0,0.445,1.0,2.0,0.785,0.0,1.0,0.283,1.0,3.0,1.592,1.0,3.0,1.105,11.0,19.0,11.969,6000.0,7500.0,6186.5,0.0,1.0,0.107,0.0,0.0,0.45,30.0,30.0,26.79,20.0,20.0,20,1.0,1.0,0.996,31.0,32.0,29.999,2870.0,2960.0,2865.4,800.0,1400.0,778.45,3175.0,13250.0,6511.05,14.0,28.0,14.105,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,12750.0,1151.75,1.0,1.0,0.608,,,,100.0,200.0,72.8,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.22,,,,20.0,20.0,20,20.0,50.0,23.73,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,6.3,0.0,1.0,0.086,0.0,1.0,0.255,0.0,1.0,0.051,,,,,,,12000.0,12000.0,10983,1500.0,3000.0,1510.5,0.0,3.0,1.068,0.0,1.0,0.322,0.0,1.0,0.356,0.0,1.0,0.329,0.0,0.0,90,0.0,1.0499999999999545,0.169,0.0,22.0,2.675
89,3.0,3.0,3,0.0,2.0,0.606,0.0,1.0,0.129,1.0,3.0,1.074,0.0,2.0,0.428,1.0,2.0,0.835,0.0,1.0,0.257,2.0,3.0,1.605,1.0,3.0,1.066,11.0,19.0,12.071,6000.0,7500.0,6205.5,0.0,1.0,0.1,0.0,0.0,0.3,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.996,32.0,32.0,30.097,2890.0,2980.0,2885.7,800.0,1400.0,717.75,3400.0,13452.499999999996,6679.55,14.0,27.0,14.128,100.0,100.0,100,4700.0,4700.0,4700,9000.0,9000.0,9000,0.0,8500.0,884,1.0,1.0,0.599,,,,100.0,200.0,68.5,200.0,200.0,180,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.252,,,,20.0,20.0,20,20.0,50.0,22.56,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,100.0,12.7,0.0,1.0,0.096,0.0,1.0,0.252,0.0,1.0,0.053,,,,,,,12000.0,12000.0,11253,1500.0,3000.0,1611,0.0,3.0,1.017,0.0,1.0,0.363,0.0,1.0,0.339,0.0,1.0,0.372,0.0,0.0,80,0.0,1.0,0.11,0.0,15.0,1.566
