day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
1,3.0,3.0,3,0.0,2.0,0.46,0.0,1.0,0.38,3.0,4.549999999999997,2.66,1.0,3.0,1.26,2.0,4.0,1.8,0.0,2.0,0.62,4.0,6.0,3.72,2.0,5.0,2.1,17.0,26.0,18.7,8000.0,9600.0,8288,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0,4.0,4.0,4,0.0,0.0,0.6,2250.0,2250.0,2250,550.0,750.0,538,0.0,0.0,0,40.0,40.0,40,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,3700.0,3700.0,3700,1.0,1.0,1,300.0,300.0,300,200.0,400.0,188,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,3.0,3,1.0,2.0,0.72,1.0,2.0,0.76,3.0,5.549999999999997,3.32,1.0,3.0,1.22,1.5,3.549999999999997,1.6,1.0,2.0,0.96,2.0,5.0,2.3,2.0,4.549999999999997,2.12,21.5,38.55,22.98,9600.0,9600.0,8960,0.0,30.0,9,20.0,20.0,20,0.0,0.0,0,7.0,7.0,7,50.0,80.0,50.6,2250.0,2250.0,2250,900.0,1154.9999999999998,906,0.0,0.0,0,80.0,80.0,80,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,0.5,1.0,0.5,200.0,200.0,200,200.0,400.0,218,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,30.0,30.0,21,0.0,1.0,0.1,0.0,1.0,0.36,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,3.0,3,1.0,2.549999999999997,0.9,1.0,2.0,0.64,2.0,5.549999999999997,2.68,1.0,4.0,1.42,1.0,3.549999999999997,1.52,1.0,3.0,0.98,2.5,4.549999999999997,2.34,2.0,5.549999999999997,2.52,21.0,32.099999999999994,20.72,9600.0,12000.0,9360,0.0,30.0,14.4,0.0,0.0,0,0.0,0.0,0,10.0,10.0,10,80.0,80.0,74,2250.0,2250.0,2250,1200.0,1600.0,1246,0.0,0.0,0,120.0,120.0,120,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.62,,,,200.0,500.0,240,150.0,150.0,150,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,0.0,30.0,9,0.0,1.0,0.14,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,3.0,3,0.0,2.0,0.6,0.0,1.0,0.46,2.0,5.0,2.68,1.0,3.0,1.38,2.0,4.0,1.88,1.0,4.0,1.52,2.0,4.549999999999997,2.32,2.0,4.0,2.16,17.5,27.549999999999997,18.98,9600.0,12000.0,9536,0.0,30.0,7,30.0,30.0,30,0.0,0.0,0,13.0,13.0,13,125.0,140.0,126,2250.0,2250.0,2250,1450.0,1904.9999999999998,1486,0.0,0.0,0,160.0,160.0,160,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.58,,,,300.0,500.0,290,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,15.0,30.0,15,0.0,1.0,0.22,0.0,1.0,0.16,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,3.0,3,1.0,2.0,0.68,1.0,2.0,0.7,3.0,5.549999999999997,2.68,1.0,3.0,1.52,2.0,5.0,1.96,1.0,2.549999999999997,0.84,2.0,4.0,1.92,2.0,5.0,2.7,22.0,36.55,22.36,9600.0,12000.0,10128,0.0,27.499999999999858,3,0.0,0.0,0,0.0,0.0,0,16.0,16.0,16,140.0,190.0,144,2250.0,2250.0,2250,1900.0,2254.9999999999995,1872,0.0,0.0,0,200.0,200.0,200,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.52,,,,200.0,454.9999999999997,236,200.0,200.0,200,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,15.0,30.0,15,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,3.0,3,0.0,1.5499999999999972,0.54,0.5,2.0,0.66,3.0,6.0,3.42,2.0,3.0,1.62,1.0,4.0,1.28,1.0,2.0,1.08,2.0,4.549999999999997,1.96,2.0,5.0,2.44,16.0,29.19999999999999,16.44,8000.0,8000.0,8000,30.0,80.0,34,40.0,40.0,40,0.0,0.0,0,19.0,19.0,19,210.0,260.0,218,2250.0,2250.0,2250,2450.0,2750.0,2392,0.0,0.0,0,240.0,240.0,240,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.6,300.0,300.0,300,200.0,500.0,270,0.0,0.0,0,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,0.0,1.0,0.12,0.0,1.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,3.0,3,1.0,2.0,0.66,1.0,2.0,0.6,3.0,6.0,2.82,1.0,3.0,1.5,2.0,4.0,1.8,1.0,3.0,1.3,2.0,4.549999999999997,2.06,2.0,4.0,2.26,21.0,30.549999999999997,20.34,8000.0,9600.0,8480,0.0,50.0,6,0.0,0.0,0,0.0,0.0,0,22.0,22.0,22,210.0,260.0,224,2250.0,2250.0,2250,3610.0,4064.9999999999995,3532,0.0,0.0,0,0.0,0.0,0,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.56,,,,300.0,500.0,280,350.0,350.0,350,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,,,,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,0.0,1.0,0.18,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,560.0,560.0,560,50.0,50.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,3.0,3,1.0,2.0,0.74,0.5,2.0,0.72,2.0,5.549999999999997,2.56,1.0,4.099999999999994,1.34,2.0,4.0,1.7,0.0,3.0,0.88,2.0,4.0,2.04,2.0,4.0,2.02,15.0,28.099999999999994,16.2,9600.0,9600.0,9040,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,210.0,260.0,225,500.0,500.0,500,3810.0,4265.0,3754,0.0,0.0,0,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,8500.0,8500.0,8500,5450.0,5450.0,5450,1.0,1.0,0.6,,,,200.0,500.0,222,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,6000.0,6000.0,6000,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,3.0,3,0.0,1.0,0.4,0.0,1.5499999999999972,0.4,3.0,5.0,2.64,1.0,3.0,1.44,1.0,3.549999999999997,1.34,1.0,2.549999999999997,1.12,2.0,4.549999999999997,2.38,2.0,5.549999999999997,2.28,10.5,24.099999999999994,13.54,9600.0,12000.0,9792,,,,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,230.0,280.0,245,0.0,0.0,0,3910.0,4510.0,3910,3.0,6.0,2.58,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3700.0,3700.0,3700,1.0,1.0,0.6,,,,200.0,500.0,256,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.58,0.0,2.0,0.5,1.0,2.0,0.86,1.0,2.0,0.64,,,,,,,,,
10,3.0,3.0,3,1.0,2.549999999999997,0.72,1.0,2.0,0.78,3.0,5.0,2.78,1.0,3.549999999999997,1.36,1.0,3.549999999999997,1.62,1.0,2.549999999999997,1.02,1.0,4.549999999999997,1.72,2.0,4.549999999999997,2,17.0,26.549999999999997,16.84,12000.0,12000.0,10960,,,,0.0,0.0,0,0.0,0.0,0,24.0,24.0,24,230.0,280.0,245,0.0,0.0,0,4260.0,4860.0,4198,6.0,9.0,4.98,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.56,,,,200.0,500.0,238,150.0,150.0,150,,,,100.0,100.0,100,24.0,24.0,24,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.04,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.4,0.0,2.0,0.56,1.0,2.0,0.8,1.0,1.5499999999999972,0.64,,,,,,,,,
11,3.0,3.0,3,0.0,1.5499999999999972,0.46,1.0,2.0,0.72,2.0,5.0,2.6,1.0,3.0,1.4,1.0,3.0,1.44,1.0,3.0,1.18,2.0,5.0,2.2,2.0,4.0,2,16.0,26.0,15.82,8000.0,8000.0,8000,,,,30.0,30.0,30,0.0,0.0,0,24.0,24.0,24,260.0,310.0,275,0.0,0.0,0,4260.0,4815.0,3756,9.0,12.0,7.44,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.54,,,,250.0,500.0,258,0.0,0.0,0,,,,100.0,100.0,100,24.0,28.0,24.48,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.16,0.0,1.0,0.22,0.0,1.0,0.08,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.46,0.0,1.0,0.5,1.0,2.0,0.82,1.0,2.0,0.68,0.0,5000.0,600,,,,,,
12,3.0,3.0,3,0.0,2.0,0.58,1.0,2.0,0.64,3.0,5.549999999999997,2.76,1.0,4.0,1.54,1.5,3.549999999999997,1.54,1.0,3.0,1.1,2.0,4.0,2.02,2.0,4.0,1.82,15.0,25.549999999999997,14.9,8000.0,9600.0,8480,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,24.0,27.0,24.36,260.0,310.0,276,0.0,750.0,90,4360.0,4960.0,3520,9.0,15.0,9.08,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,1530,3200.0,3200.0,3200,1.0,1.0,0.66,,,,300.0,500.0,264,200.0,200.0,200,,,,100.0,100.0,100,24.0,28.0,24.96,,,,0.0,0.0,0.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.18,0.0,1.0,0.08,,,,,,,12000.0,12000.0,10560,3000.0,3000.0,2820,3.0,6.0,2.04,1.0,1.5499999999999972,0.64,1.0,2.0,0.68,0.0,2.0,0.56,0.0,5000.0,600,,,,,,
13,3.0,3.0,3,1.0,2.0,0.68,1.0,3.0,0.8,3.0,5.0,2.84,1.0,3.0,1.42,1.0,3.0,1.34,1.0,3.0,1.18,2.0,3.549999999999997,1.72,2.0,4.0,2,15.5,33.55,16.6,9600.0,9600.0,9040,0.0,0.0,1,40.0,40.0,40,0.0,0.0,0,24.0,28.0,24.84,300.0,350.0,317,0.0,750.0,120,4410.0,4960.0,3181,12.0,18.0,10.88,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,2040,3200.0,3950.0,3290,1.0,1.0,0.64,,,,200.0,500.0,260,0.0,0.0,0,,,,100.0,100.0,99,24.0,28.0,25.36,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.98,,,,0.0,0.0,0.02,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,12000.0,12000.0,10200,3000.0,3000.0,2640,3.0,4.6499999999999915,1.8,0.0,2.0,0.54,1.0,1.5499999999999972,0.6,0.5,2.0,0.62,0.0,5000.0,500,,,,,,
14,3.0,3.0,3,1.0,2.0,0.62,0.0,2.0,0.36,3.0,6.0,3.04,1.0,2.0,0.96,2.0,4.0,1.76,1.0,3.0,1.28,2.0,4.549999999999997,2.14,2.0,3.0,1.84,16.0,33.749999999999986,18.42,9600.0,12000.0,9632,,,,0.0,0.0,0,0.0,0.0,0,24.0,28.0,25.26,300.0,350.0,317,0.0,750.0,105,760.0,4910.0,1755,12.0,18.0,11.76,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,1785,3200.0,3950.0,3320,0.0,1.0,0.48,,,,200.0,400.0,224,350.0,350.0,350,,,,100.0,100.0,100,28.0,28.0,26.88,,,,50.0,50.0,50.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.16,0.0,1.0,0.24,0.0,1.0,0.12,,,,50.0,50.0,50,12000.0,12000.0,10440,3000.0,3000.0,2670,1.5,4.6499999999999915,1.68,0.0,2.0,0.44,0.5,1.5499999999999972,0.56,1.0,2.0,0.78,0.0,5000.0,1900,,,,,,
15,3.0,3.0,3,0.0,2.0,0.7,0.0,1.5499999999999972,0.4,3.0,5.0,2.94,1.0,3.0,1.36,1.0,4.0,1.58,1.0,3.0,1.1,2.0,4.0,1.84,2.0,4.0,2.08,13.0,26.49999999999997,13.94,9600.0,12000.0,9680,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,27.0,28.0,26.5,300.0,350.0,318,0.0,750.0,310,710.0,3259.9999999999914,901,12.0,18.0,11.82,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,5270,3200.0,3950.0,3305,1.0,1.0,0.6,,,,300.0,454.9999999999997,246,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.76,,,,0.0,10.999999999999943,1.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,0.0,0.0,0.02,,,,,,,12000.0,12000.0,7140,3000.0,3000.0,2280,0.0,3.0,1.26,1.0,2.0,0.66,0.0,1.0,0.42,0.0,1.5499999999999972,0.44,0.0,5000.0,1100,,,,,,
16,3.0,3.0,3,1.0,2.0,0.64,0.0,2.0,0.6,2.0,6.0,2.78,1.0,3.0,1.28,1.0,3.0,1.52,1.0,3.0,1.18,2.0,4.0,1.86,2.0,4.0,2.06,14.5,28.549999999999997,15.42,8000.0,12000.0,8560,0.0,0.0,2,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.54,320.0,370.0,340,250.0,750.0,260,810.0,1829.9999999999989,951,12.0,18.0,10.58,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,4250.0,12750.0,4420,3200.0,3950.0,3510,1.0,1.0,0.6,,,,200.0,554.9999999999998,246,0.0,0.0,0,,,,100.0,100.0,96,28.0,28.0,27.84,,,,0.0,20.0,2.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.92,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.92,,,,0.0,1.0,0.16,0.0,1.0,0.22,0.0,0.0,0.02,,,,,,,9000.0,12000.0,8220,1500.0,3000.0,2100,0.0,4.6499999999999915,1.56,0.0,1.0,0.4,0.0,1.5499999999999972,0.52,0.0,1.5499999999999972,0.48,0.0,0.0,100,,,,,,
17,3.0,3.0,3,0.0,2.0,0.58,0.0,1.5499999999999972,0.48,3.0,5.0,2.64,1.0,3.549999999999997,1.44,2.0,4.0,1.88,1.0,3.0,1.16,2.0,3.549999999999997,1.84,2.0,4.0,1.98,15.0,24.749999999999986,14.06,8000.0,12000.0,9200,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0,28.0,28.0,27.82,400.0,450.0,384.2,0.0,250.0,70,1060.0,1914.9999999999998,1061,12.0,18.0,11.48,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,1190,3450.0,3950.0,3460,1.0,1.0,0.64,,,,300.0,500.0,260,150.0,150.0,150,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,10.999999999999943,1.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,80.0,80.0,43.2,0.0,1.0,0.08,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11100,3000.0,3000.0,2640,3.0,6.0,2.1,0.0,1.0,0.42,1.0,2.0,0.7,1.0,2.0,0.64,0.0,0.0,200,,,,,,
18,3.0,3.0,3,0.0,2.549999999999997,0.6,0.0,2.0,0.5,3.0,5.0,2.68,1.0,3.0,1.32,2.0,5.0,1.98,1.0,3.0,1.02,2.0,4.0,2.06,2.0,4.0,1.82,12.5,30.549999999999997,14.64,9600.0,9600.0,9120,,,,30.0,30.0,30,0.0,0.0,0,28.0,28.0,27.96,430.0,480.0,451,0.0,137.4999999999993,35,1160.0,2014.9999999999995,1196,12.0,18.0,10.4,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,2337.4999999999877,595,3200.0,3450.0,3270,1.0,1.0,0.66,,,,200.0,500.0,234,0.0,0.0,0,,,,100.0,100.0,99,28.0,28.0,28,,,,0.0,20.0,2.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.98,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.98,0.0,80.0,36.8,0.0,1.0,0.12,0.0,1.0,0.2,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11460,3000.0,3000.0,2910,0.0,3.0,1.32,1.0,2.0,0.8,0.0,1.0,0.44,1.0,2.0,0.7,,,,,,,,,
19,3.0,3.0,3,0.0,2.0,0.52,0.0,2.0,0.6,3.0,5.0,2.86,1.0,3.0,1.42,2.0,4.0,1.84,1.0,2.549999999999997,0.96,2.0,4.0,1.9,2.0,4.0,1.9,15.5,26.0,15.5,9600.0,9600.0,9392,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,430.0,480.0,451,0.0,0.0,10,1460.0,2392.4999999999995,1534,10.0,18.0,10.02,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,170,3200.0,3337.499999999999,3235,1.0,1.0,0.62,,,,200.0,400.0,238,200.0,200.0,200,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11880,3000.0,3000.0,2940,1.5,3.0,1.62,1.0,2.0,0.66,0.5,1.0,0.54,1.0,2.0,0.76,,,,,,,,,
20,3.0,3.0,3,0.0,1.5499999999999972,0.36,0.0,2.0,0.6,3.0,5.0,2.76,1.0,4.0,1.4,2.0,3.549999999999997,1.54,1.0,2.549999999999997,1.12,2.0,4.549999999999997,1.9,2.0,4.0,2.32,15.0,25.549999999999997,16.02,8000.0,9600.0,8800,,,,40.0,40.0,40,0.0,0.0,0,28.0,28.0,28,470.0,520.0,491,0.0,0.0,0,1610.0,2615.0,1686,10.0,18.0,9.2,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3210,1.0,1.0,0.6,,,,200.0,554.9999999999998,252,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,2.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,1.98,1.0,2.0,0.6,1.0,2.0,0.66,1.0,2.0,0.74,,,,,,,,,
21,3.0,3.0,3,0.5,2.0,0.66,0.0,2.0,0.56,2.0,5.0,2.5,1.0,3.0,1.26,1.0,3.0,1.44,1.0,3.0,1.16,2.0,4.0,2.18,2.0,5.0,2.24,19.0,31.0,20,8000.0,12000.0,8960,,,,0.0,0.0,0,0.0,0.0,0,28.0,28.0,28,470.0,520.0,491,0.0,0.0,0,2110.0,3065.0,2178,7.0,18.0,8.78,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.66,,,,200.0,400.0,242,350.0,350.0,350,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,70.0,52.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,,,,50.0,50.0,50,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,1.98,0.0,2.0,0.54,1.0,2.0,0.66,1.0,2.0,0.8,,,,,,,,,
