day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
1,3.0,3.0,3,0.0,2.0,0.46,1.0,3.0,1.26,0.0,1.0,0.46,0.0,1.0,0.38,3.0,4.549999999999997,2.66,1.0,3.0,1.26,2.0,4.0,1.8,0.0,2.0,0.62,4.0,6.0,3.72,2.0,5.0,2.1,22.0,31.0,23.7,8000.0,9600.0,8192,0.0,0.0,0.6,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,4.0,4.0,4,20.0,20.0,20.6,2250.0,2250.0,2250,450.0,500.0,458,0.0,0.0,0,40.0,40.0,40,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,3700.0,3700.0,3700,1.0,1.0,1,300.0,300.0,300,0.0,50.0,8,100.0,100.0,100,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,3.0,3,1.0,2.0,0.72,1.0,2.0,0.8,0.0,1.0,0.42,1.0,2.0,0.76,3.0,5.549999999999997,3.32,1.0,3.0,1.22,1.5,3.549999999999997,1.6,1.0,2.0,0.96,2.0,5.0,2.3,2.0,4.549999999999997,2.12,26.5,43.55,27.98,9600.0,9600.0,8992,0.0,30.0,9,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,7.0,7.0,7,90.0,120.0,90.6,2250.0,2250.0,2250,750.0,850.0,756,0.0,0.0,0,80.0,80.0,80,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,0.5,1.0,0.5,200.0,200.0,200,50.0,127.49999999999986,48,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,30.0,30.0,21,0.0,1.0,0.1,0.0,1.0,0.36,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,3.0,3,1.0,2.549999999999997,0.9,0.0,1.5499999999999972,0.52,0.0,1.0,0.08,1.0,2.0,0.64,2.0,5.549999999999997,2.68,1.0,4.0,1.42,1.0,3.549999999999997,1.52,1.0,3.0,0.98,2.5,4.549999999999997,2.34,2.0,5.549999999999997,2.52,26.0,37.099999999999994,25.72,9600.0,12000.0,9360,0.0,30.0,14.4,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,10.0,10.0,10,140.0,140.0,134,2250.0,2250.0,2250,1000.0,1200.0,1046,0.0,0.0,0,120.0,120.0,120,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.62,,,,50.0,250.0,90,150.0,150.0,150,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,0.0,30.0,9,0.0,1.0,0.14,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,3.0,3,0.0,2.0,0.6,0.0,1.0,0.24,0.0,0.0,0.02,0.0,1.0,0.46,2.0,5.0,2.68,1.0,3.0,1.38,2.0,4.0,1.88,1.0,4.0,1.52,2.0,4.549999999999997,2.32,2.0,4.0,2.16,22.5,32.55,23.98,9600.0,12000.0,9856,0.0,30.0,7,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,13.0,13.0,13,205.0,220.0,206,2250.0,2250.0,2250,1200.0,1427.5,1228,0.0,0.0,0,160.0,160.0,160,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.58,,,,150.0,227.49999999999986,132,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,15.0,30.0,15,0.0,1.0,0.22,0.0,1.0,0.16,0.0,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.0,3.0,3,1.0,2.0,0.68,0.0,0.5499999999999972,0.1,,,,1.0,2.0,0.7,3.0,5.549999999999997,2.68,1.0,3.0,1.52,2.0,5.0,1.96,1.0,2.549999999999997,0.84,2.0,4.0,1.92,2.0,5.0,2.7,27.0,41.55,27.36,9600.0,12000.0,9984,0.0,27.499999999999858,3,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,16.0,16.0,16,240.0,290.0,244,2250.0,2250.0,2250,1600.0,1777.5,1591,0.0,0.0,0,200.0,200.0,200,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.52,,,,100.0,200.0,113,200.0,200.0,200,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,50.0,50.0,50,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,15.0,30.0,15,0.0,0.5499999999999972,0.06,0.0,1.0,0.36,0.0,0.5499999999999972,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.0,3.0,3,0.0,1.5499999999999972,0.54,0.0,0.5499999999999972,0.08,0.0,0.0,0.02,0.5,2.0,0.66,3.0,6.0,3.42,2.0,3.0,1.62,1.0,4.0,1.28,1.0,2.0,1.08,2.0,4.549999999999997,1.96,2.0,5.0,2.44,21.0,34.19999999999999,21.44,8000.0,8000.0,8064,30.0,80.0,34,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,19.0,19.0,19,330.0,380.0,338,2250.0,2250.0,2250,2100.0,2250.0,2071,0.0,0.0,0,240.0,240.0,240,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.6,300.0,300.0,300,100.0,250.0,130,0.0,0.0,0,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,0.0,1.0,0.12,0.0,1.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,3.0,3,1.0,2.0,0.66,,,,,,,1.0,2.0,0.6,3.0,6.0,2.82,1.0,3.0,1.5,2.0,4.0,1.8,1.0,3.0,1.3,2.0,4.549999999999997,2.06,2.0,4.0,2.26,26.0,35.55,25.34,8000.0,9600.0,8576,0.0,50.0,6,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,22.0,22.0,22,350.0,400.0,364,2250.0,2250.0,2250,3210.0,3437.5,3171,0.0,0.0,0,0.0,0.0,0,9700.0,9700.0,9700,9000.0,9000.0,9000,12750.0,12750.0,12750,5950.0,5950.0,5950,1.0,1.0,0.56,,,,150.0,250.0,140,350.0,350.0,350,100.0,100.0,100,50.0,50.0,50,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,3.0,3.0,3,13.0,13.0,13,,,,0.0,1.0,0.18,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,560.0,560.0,560,50.0,50.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,3.0,3,1.0,2.0,0.74,,,,,,,0.5,2.0,0.72,2.0,5.549999999999997,2.56,1.0,4.099999999999994,1.34,2.0,4.0,1.7,0.0,3.0,0.88,2.0,4.0,2.04,2.0,4.0,2.02,20.0,33.099999999999994,21.2,9600.0,9600.0,9008,0.0,0.0,1,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,370.0,420.0,385,500.0,500.0,500,3410.0,3637.5,3382,0.0,0.0,0,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,8500.0,8500.0,8500,5450.0,5450.0,5450,1.0,1.0,0.6,,,,100.0,250.0,111,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,6000.0,6000.0,6000,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,3.0,3,0.0,1.0,0.4,,,,,,,0.0,1.5499999999999972,0.4,3.0,5.0,2.64,1.0,3.0,1.44,1.0,3.549999999999997,1.34,1.0,2.549999999999997,1.12,2.0,4.549999999999997,2.38,2.0,5.549999999999997,2.28,15.5,29.099999999999994,18.54,9600.0,12000.0,9680,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,410.0,460.0,425,0.0,0.0,0,3510.0,3810.0,3510,3.0,6.0,2.58,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3700.0,3700.0,3700,1.0,1.0,0.6,,,,100.0,250.0,128,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.58,0.0,2.0,0.5,1.0,2.0,0.86,1.0,2.0,0.64,,,,,,,,,
10,3.0,3.0,3,1.0,2.549999999999997,0.72,,,,,,,1.0,2.0,0.78,3.0,5.0,2.78,1.0,3.549999999999997,1.36,1.0,3.549999999999997,1.62,1.0,2.549999999999997,1.02,1.0,4.549999999999997,1.72,2.0,4.549999999999997,2,22.0,31.549999999999997,21.84,12000.0,12000.0,11056,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,430.0,480.0,445,0.0,0.0,0,3810.0,4110.0,3779,6.0,9.0,4.98,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.56,,,,100.0,250.0,119,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.04,0.0,1.0,0.34,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.4,0.0,2.0,0.56,1.0,2.0,0.8,1.0,1.5499999999999972,0.64,,,,,,,,,
11,3.0,3.0,3,0.0,1.5499999999999972,0.46,,,,,,,1.0,2.0,0.72,2.0,5.0,2.6,1.0,3.0,1.4,1.0,3.0,1.44,1.0,3.0,1.18,2.0,5.0,2.2,2.0,4.0,2,21.0,31.0,20.82,8000.0,8000.0,8064,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,480.0,530.0,495,0.0,0.0,0,3910.0,4260.0,3908,9.0,12.0,7.44,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.54,,,,125.0,250.0,129,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.16,0.0,1.0,0.22,0.0,1.0,0.08,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.46,0.0,1.0,0.5,1.0,2.0,0.82,1.0,2.0,0.68,,,,,,,,,
12,3.0,3.0,3,0.5,2.0,0.66,,,,,,,1.0,2.0,0.64,2.0,5.549999999999997,2.64,1.0,4.0,1.54,1.5,3.0,1.56,1.0,3.0,1,2.0,4.0,2.16,2.0,4.0,1.8,20.0,31.0,19.92,8000.0,9600.0,8576,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,500.0,550.0,515,0.0,0.0,0,4260.0,4610.0,4235,9.0,15.0,9.66,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.64,,,,150.0,250.0,127,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.2,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.22,1.0,2.0,0.7,1.0,2.0,0.74,0.0,2.0,0.56,,,,,,,,,
13,3.0,3.0,3,0.0,2.0,0.62,,,,,,,1.0,3.0,0.78,3.0,5.0,2.8,1.0,3.0,1.46,1.0,3.549999999999997,1.48,1.0,2.549999999999997,1.08,2.0,4.0,1.78,2.0,4.0,2,21.0,38.55,21.58,9600.0,9600.0,9008,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,560.0,610.0,575,0.0,0.0,0,4385.0,4737.5,4362,12.0,18.0,11.7,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.64,,,,100.0,200.0,127,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.02,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.04,0.0,2.0,0.56,1.0,2.0,0.68,1.0,2.0,0.76,,,,,,,,,
14,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,2.0,0.48,3.0,6.0,2.9,1.0,2.549999999999997,1.06,1.5,4.0,1.74,1.0,4.0,1.28,2.0,5.0,1.96,2.0,4.0,1.98,23.5,35.55,24,9600.0,12000.0,9600,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,24.0,24.0,24,580.0,630.0,595,0.0,0.0,0,4610.0,4910.0,3529,15.0,21.0,13.74,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.58,,,,100.0,277.4999999999999,117,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,24.0,28.0,25.04,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.14,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,50.0,50.0,50,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.04,0.0,2.0,0.54,1.0,2.0,0.68,1.0,2.0,0.78,0.0,5000.0,1300,,,,,,
15,3.0,3.0,3,0.0,2.0,0.6,,,,,,,0.0,1.0,0.42,2.5,4.549999999999997,2.48,1.0,3.0,1.36,2.0,4.0,1.82,1.0,3.0,1.16,2.0,4.0,1.98,2.0,4.549999999999997,2.18,16.5,26.549999999999997,18.24,9600.0,12000.0,10096,0.0,0.0,2,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,24.0,27.0,24.78,600.0,650.0,617,0.0,750.0,195,410.0,4910.0,2155,15.0,24.0,15.6,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,3315,3200.0,3200.0,3200,1.0,1.0,0.78,,,,150.0,200.0,126,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,26.32,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.02,0.0,1.0,0.2,,,,,,,,,,12000.0,12000.0,8880,3000.0,3000.0,2610,3.0,6.0,1.86,0.0,1.5499999999999972,0.5,1.0,2.0,0.62,0.5,2.0,0.62,0.0,5000.0,1600,,,,,,
16,3.0,3.0,3,0.5,2.0,0.62,,,,,,,1.0,2.0,0.68,3.0,5.549999999999997,2.94,1.0,4.0,1.4,1.0,3.549999999999997,1.5,1.0,3.0,0.9,2.0,3.0,1.72,2.0,5.0,2.24,20.0,33.64999999999999,21.12,8000.0,12000.0,8624,0.0,27.499999999999858,3,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,27.0,28.0,26,640.0,690.0,660,250.0,750.0,305,385.0,4910.0,1470,18.0,24.0,16.92,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,4250.0,12750.0,5185,3200.0,3950.0,3395,1.0,1.0,0.54,,,,100.0,250.0,115,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,26.96,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.32,0.0,0.5499999999999972,0.06,,,,,,,9000.0,12000.0,7380,1500.0,3000.0,2130,0.0,3.0,1.32,0.0,1.0,0.52,0.0,1.0,0.44,0.0,1.0,0.46,0.0,5000.0,800,,,,,,
17,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.0,1.0,0.42,3.0,5.0,2.88,1.0,3.0,1.38,2.0,4.0,1.78,1.0,2.549999999999997,0.9,2.5,4.549999999999997,2.34,2.0,4.0,1.76,18.5,26.099999999999994,18.44,8000.0,10919.999999999993,8816,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,26.8,740.0,790.0,728,0.0,750.0,200,410.0,914.9999999999998,534,18.0,24.0,17.7,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,3400,3450.0,3950.0,3505,1.0,1.0,0.6,,,,100.0,200.0,114,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.92,,,,20.0,20.0,20,20.0,20.0,20.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,80.0,80.0,48,0.0,1.0,0.14,0.0,1.0,0.18,0.0,1.0,0.08,,,,,,,12000.0,12000.0,9120,3000.0,3000.0,2280,0.0,3.0,1.38,0.0,1.0,0.5,0.0,1.0,0.46,0.0,2.0,0.56,0.0,5000.0,1200,,,,,,
18,3.0,3.0,3,1.0,2.0,0.74,,,,,,,0.5,2.0,0.68,2.0,5.0,2.52,1.0,3.0,1.36,1.5,4.0,1.58,1.0,3.0,1,2.0,4.0,2.18,2.0,4.0,1.94,19.0,33.099999999999994,20.24,9600.0,9600.0,9088,0.0,0.0,1,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.68,790.0,840.0,811,0.0,750.0,220,510.0,1060.0,652,18.0,27.0,19.08,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,3740,3200.0,3950.0,3400,1.0,1.0,0.64,,,,100.0,250.0,118,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.92,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,80.0,32,0.0,1.0,0.14,0.0,1.0,0.18,0.0,0.0,0.04,,,,,,,12000.0,12000.0,8640,3000.0,3000.0,2400,0.0,6.0,1.38,1.0,2.0,0.72,0.0,2.0,0.46,0.0,1.5499999999999972,0.42,,,,,,,,,
19,3.0,3.0,3,0.0,2.0,0.58,,,,,,,0.0,2.0,0.6,3.0,5.549999999999997,2.94,1.0,3.549999999999997,1.36,1.5,3.0,1.54,1.0,3.0,1.16,2.0,4.0,2.02,2.0,4.0,1.8,18.0,31.0,19.5,9600.0,9600.0,9280,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,28.0,27.92,810.0,860.0,831,0.0,250.0,60,860.0,1410.0,878,21.0,27.0,19.08,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,1020,3200.0,3950.0,3420,1.0,1.0,0.64,,,,150.0,227.49999999999986,126,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,28,,,,20.0,20.0,20,20.0,20.0,21.2,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.14,0.0,1.0,0.16,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11280,3000.0,3000.0,2640,0.0,3.0,1.2,1.0,2.0,0.72,0.0,1.0,0.4,1.0,2.0,0.64,0.0,0.0,100,,,,,,
