day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_overflow_cutoff_p50,energy_overflow_cutoff_p95,energy_overflow_cutoff_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
58,3.0,3.0,3,0.0,1.0,0.44,,,,,,,0.5,2.0,0.6,2.0,6.0,2.84,1.0,3.0,1.18,1.0,3.0,1.48,1.0,2.549999999999997,0.98,2.0,4.0,2.16,2.0,4.0,2.28,21.0,31.549999999999997,21.06,9600.0,12000.0,9456,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,28.0,32.0,29.32,2350.0,2350.0,2329,0.0,750.0,135,9560.0,10910.0,6161,12.5,27.0,13.36,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,2295,3200.0,3950.0,3405,1.0,1.0,0.54,,,,100.0,250.0,108,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,98,28.0,32.0,29.68,,,,20.0,20.0,20,20.0,36.499999999999915,21.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.96,,,,0.0,1.0,0.08,0.0,1.0,0.38,,,,,,,,,,12000.0,12000.0,9960,3000.0,3000.0,2610,0.0,6.0,1.62,0.5,2.0,0.58,0.0,2.0,0.54,1.0,2.0,0.62,0.0,5499.999999999972,600,0.0,0.0,0.04,0.0,0.0,0.44
59,3.0,3.0,3,0.0,2.0,0.44,,,,,,,1.0,2.0,0.72,3.0,5.0,2.92,1.0,3.0,1.38,1.0,3.549999999999997,1.5,1.0,3.549999999999997,1.18,2.0,4.0,1.94,2.0,5.0,1.92,20.5,32.0,20.96,9600.0,12000.0,9920,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,28.0,32.0,29.54,2370.0,2370.0,2349,0.0,637.4999999999993,75,5610.0,11215.0,5639,13.0,27.0,13.36,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,10837.499999999987,1275,3200.0,3950.0,3335,1.0,1.0,0.58,,,,125.0,227.49999999999986,128,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,30.0,32.0,30,,,,20.0,20.0,20,20.0,50.0,22.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.2,0.0,1.0,0.22,,,,,,,,,,12000.0,12000.0,10920,3000.0,3000.0,2730,0.0,4.6499999999999915,1.62,0.5,2.0,0.6,0.0,1.5499999999999972,0.54,1.0,2.0,0.68,0.0,10000.0,800,0.0,0.0,0.08,0.0,0.0,1.18
60,3.0,3.0,3,0.0,1.0,0.4,,,,,,,0.0,2.0,0.54,2.0,4.549999999999997,2.42,1.0,4.0,1.4,2.0,4.0,1.84,1.0,2.0,0.82,2.0,4.0,2.04,3.0,4.549999999999997,2.54,19.5,32.55,19.9,9600.0,12000.0,9840,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,29.5,32.0,29.88,2420.0,2420.0,2400,0.0,750.0,90,5710.0,11337.5,5750,16.0,27.0,14.98,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,12750.0,1530,3200.0,3837.499999999999,3275,1.0,1.0,0.56,,,,100.0,227.49999999999986,111,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,30.0,32.0,30,,,,20.0,20.0,20,20.0,20.0,20.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,1,0.0,1.0,0.1,0.0,1.0,0.24,0.0,1.0,0.1,,,,,,,12000.0,12000.0,10620,3000.0,3000.0,2760,0.0,6.0,1.92,1.0,2.0,0.72,0.0,2.0,0.64,0.0,1.5499999999999972,0.48,,,,0.0,0.0,0.02,0.0,0.0,0.3
61,3.0,3.0,3,0.0,2.0,0.44,,,,,,,1.0,2.0,0.74,3.0,4.0,2.52,1.0,3.549999999999997,1.46,2.0,4.0,1.74,1.0,2.549999999999997,1.02,2.0,5.0,2.06,2.0,4.0,2.02,21.0,31.0,20.6,9600.0,12000.0,9968,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,31.0,32.0,30,2440.0,2490.0,2454,0.0,250.0,40,1885.0,11642.5,5274,15.5,26.0,14.58,120.0,120.0,120,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,4250.0,680,3200.0,3950.0,3290,1.0,1.0,0.68,,,,150.0,250.0,124,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,22.4,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,34,0.0,1.0,0.12,0.0,1.0,0.12,0.0,1.0,0.08,,,,,,,12000.0,12000.0,11460,3000.0,3000.0,2820,3.0,3.0,1.56,1.0,2.0,0.64,1.0,1.0,0.52,1.0,2.0,0.72,0.0,10000.0,800,0.0,0.0,0.04,0.0,0.0,0.44
62,3.0,3.0,3,0.0,2.0,0.54,,,,,,,0.5,2.0,0.68,3.0,5.549999999999997,2.72,1.0,3.549999999999997,1.28,1.0,3.549999999999997,1.54,1.0,3.0,1.04,2.0,5.549999999999997,2.28,2.0,4.0,1.92,20.0,30.549999999999997,20.68,9600.0,12000.0,9888,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.26,2550.0,2550.0,2528,0.0,637.4999999999993,65,2060.0,11792.5,5390,16.0,27.099999999999994,15.12,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,10837.499999999987,1105,3200.0,3450.0,3240,1.0,1.0,0.72,,,,125.0,250.0,116,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,20.0,21.2,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,14,0.0,0.0,0.04,0.0,1.0,0.22,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11040,3000.0,3000.0,2790,3.0,4.6499999999999915,1.74,0.0,2.0,0.52,1.0,1.5499999999999972,0.58,1.0,2.0,0.76,,,,,,,,,
63,3.0,3.0,3,0.0,2.0,0.52,,,,,,,1.0,2.549999999999997,0.94,2.5,5.0,2.62,1.0,3.0,1.46,1.0,3.0,1.28,1.0,2.549999999999997,1.14,1.0,5.0,2.04,2.0,5.0,2,26.5,41.099999999999994,27.3,9600.0,12000.0,9840,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,2570.0,2570.0,2549,0.0,137.4999999999993,15,2960.0,12687.5,6270,18.0,32.0,17.78,0.0,0.0,0,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,2337.4999999999877,255,3200.0,3837.499999999999,3265,1.0,1.0,0.66,,,,100.0,227.49999999999986,130,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,70.0,70.0,70,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,1,0.0,1.0,0.1,0.0,1.0,0.18,0.0,0.5499999999999972,0.06,400.0,400.0,400,50.0,50.0,50,12000.0,12000.0,11820,3000.0,3000.0,2910,3.0,6.0,2.22,1.0,2.0,0.64,1.0,2.0,0.74,0.0,2.0,0.56,,,,0.0,0.0,0.02,0.0,0.0,0.44
64,3.0,3.0,3,1.0,2.0,0.64,,,,,,,0.0,2.0,0.54,2.5,5.0,2.74,1.0,3.0,1.36,1.0,4.0,1.66,1.0,2.549999999999997,0.88,2.0,4.0,2.22,2.0,4.0,1.96,19.5,30.64999999999999,19.94,9600.0,12000.0,9824,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,2590.0,2590.0,2569,0.0,0.0,5,3185.0,12887.5,6482,11.0,28.0,13.08,40.0,40.0,40,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,85,3200.0,3337.499999999999,3215,1.0,1.0,0.6,,,,100.0,200.0,112,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,27,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.28,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11940,3000.0,3000.0,2970,3.0,6.0,2.16,1.0,1.5499999999999972,0.6,1.0,2.0,0.72,1.0,2.0,0.66,,,,0.0,0.0,0.02,0.0,0.0,0.14
65,3.0,3.0,3,0.0,2.0,0.56,,,,,,,0.0,2.0,0.66,3.0,5.0,2.72,1.0,3.0,1.44,1.0,4.0,1.68,1.0,3.0,1.1,1.5,3.549999999999997,1.72,2.0,4.0,2.12,20.0,33.099999999999994,20.68,9600.0,12000.0,9712,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.26,2630.0,2630.0,2609,0.0,0.0,5,3285.0,13015.0,6609,11.5,28.0,13.48,80.0,80.0,80,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,85,3200.0,3200.0,3205,1.0,1.0,0.58,,,,150.0,227.49999999999986,127,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,22.4,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.08,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,12000.0,12000.0,11940,3000.0,3000.0,2970,0.0,6.0,1.92,1.0,2.0,0.66,0.0,2.0,0.64,1.0,2.0,0.68,,,,0.0,0.5499999999999972,0.06,0.0,3.84999999999998,0.88
66,3.0,3.0,3,0.0,2.0,0.48,,,,,,,0.0,2.0,0.5,2.0,5.0,2.52,1.0,3.0,1.4,1.0,4.0,1.68,1.0,3.0,1.14,2.0,4.0,2.1,2.0,4.0,2.18,18.0,30.0,19.18,9600.0,12000.0,9664,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2650.0,2650.0,2629,0.0,137.4999999999993,15,3510.0,13287.5,6886,12.0,27.549999999999997,12.34,120.0,120.0,120,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,2337.4999999999877,255,3200.0,3200.0,3205,1.0,1.0,0.64,,,,100.0,277.4999999999999,127,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,23,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.24,0.0,0.0,0.02,,,,,,,12000.0,12000.0,11820,3000.0,3000.0,2910,1.5,6.0,1.86,1.0,2.0,0.64,0.5,2.0,0.62,1.0,2.0,0.68,,,,,,,,,
67,3.0,3.0,3,0.5,1.5499999999999972,0.6,,,,,,,0.0,2.0,0.58,3.0,5.0,2.9,1.0,3.549999999999997,1.5,1.0,3.0,1.6,1.0,2.0,0.98,2.0,5.0,2.06,1.5,4.0,1.78,20.0,33.64999999999999,20.36,9600.0,12000.0,9872,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2700.0,2700.0,2679,0.0,0.0,0,3660.0,13437.5,7010,11.0,27.549999999999997,12.16,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3337.499999999999,3215,0.0,1.0,0.48,,,,100.0,200.0,124,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,22.4,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.12,0.0,1.0,0.36,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.22,1.0,2.0,0.74,1.0,2.0,0.74,0.0,2.0,0.52,,,,,,,,,
68,3.0,3.0,3,0.5,2.0,0.68,,,,,,,1.0,2.0,0.66,3.0,5.0,2.64,1.0,3.0,1.22,2.0,4.0,1.64,1.0,2.0,1,2.0,4.549999999999997,2.12,2.0,4.0,2.04,21.0,32.749999999999986,20.98,9600.0,12000.0,9936,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2720.0,2720.0,2699,0.0,0.0,0,4010.0,13710.0,7321,12.0,26.549999999999997,12.46,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.54,,,,100.0,227.49999999999986,111,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,36.499999999999915,21.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.32,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.1,0.0,2.0,0.54,1.0,2.0,0.7,1.0,2.0,0.76,,,,,,,,,
69,3.0,3.0,3,0.0,2.0,0.62,,,,,,,1.0,2.0,0.74,3.0,5.549999999999997,2.82,1.0,3.0,1.36,1.0,3.0,1.5,1.0,3.0,1.28,2.0,4.0,1.86,2.0,3.549999999999997,1.82,20.0,34.099999999999994,20.86,9600.0,12000.0,9424,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,2780.0,2830.0,2765,0.0,0.0,0,4210.0,13815.0,7453,13.5,27.0,14.04,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.58,,,,150.0,250.0,132,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,20.0,20.6,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,6,0.0,1.0,0.08,0.0,1.0,0.24,0.0,1.0,0.1,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,3.0,2.04,1.0,1.0,0.56,1.0,1.0,0.68,1.0,2.0,0.76,,,,0.0,0.0,0.02,0.0,0.0,0.14
70,3.0,3.0,3,1.0,2.0,0.68,,,,,,,0.0,1.0,0.48,2.0,4.549999999999997,2.56,1.0,4.0,1.68,1.0,4.549999999999997,1.5,1.0,3.0,1,2.0,4.549999999999997,1.96,2.0,4.0,2.14,23.0,32.55,23.88,9600.0,12000.0,9856,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2825.0,2850.0,2822,0.0,0.0,5,4685.0,14315.0,7937,14.5,28.549999999999997,15.54,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,85,3200.0,3200.0,3200,0.5,1.0,0.5,,,,150.0,250.0,134,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,70.0,70.0,70,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,50.0,50.0,37,0.0,1.0,0.16,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,,,,50.0,50.0,50,12000.0,12000.0,11940,3000.0,3000.0,2970,0.0,3.0,1.5,1.0,2.0,0.66,0.0,1.0,0.5,1.0,2.0,0.82,,,,,,,,,
71,3.0,3.0,3,0.0,2.0,0.52,,,,,,,0.0,2.0,0.62,3.0,5.0,2.94,1.0,3.0,1.36,2.0,4.0,1.82,1.0,2.0,0.98,2.0,3.0,1.84,2.0,4.0,1.92,20.5,30.0,20.5,9600.0,12000.0,9744,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.26,2870.0,2870.0,2848,0.0,0.0,0,4960.0,14492.5,8154,13.0,26.549999999999997,12.46,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3205,1.0,1.0,0.64,,,,100.0,200.0,117,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,26.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,50.0,6,0.0,0.0,0.04,0.0,1.0,0.26,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.28,0.0,1.5499999999999972,0.46,1.0,2.0,0.76,1.0,2.0,0.78,,,,0.0,0.0,0.06,0.0,0.0,1.04
72,3.0,3.0,3,1.0,2.549999999999997,0.84,,,,,,,0.0,2.0,0.52,3.0,5.0,2.68,1.0,3.0,1.4,1.0,4.549999999999997,1.6,1.0,3.0,1.02,2.0,4.0,2,2.0,4.0,1.94,18.0,31.19999999999999,19.3,9600.0,12000.0,9456,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2910.0,2910.0,2889,0.0,0.0,15,5010.0,14665.0,8275,12.0,26.0,12.4,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,255,3200.0,3200.0,3200,1.0,1.0,0.6,,,,100.0,227.49999999999986,121,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,22.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,1,0.0,1.0,0.12,0.0,1.0,0.28,,,,,,,,,,12000.0,12000.0,11820,3000.0,3000.0,2910,3.0,6.0,2.34,0.0,2.0,0.58,1.0,2.0,0.78,1.0,1.0,0.58,,,,,,,,,
73,3.0,3.0,3,0.0,1.0,0.46,,,,,,,0.0,2.0,0.54,2.0,6.0,2.68,1.0,2.0,1.34,1.0,4.549999999999997,1.8,1.0,3.0,1.14,2.0,4.549999999999997,1.98,2.0,4.0,2.06,19.0,30.549999999999997,19.58,9600.0,12000.0,9760,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.32,2930.0,2930.0,2909,0.0,0.0,0,5235.0,14987.5,8549,14.0,27.549999999999997,14.86,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3215,1.0,1.0,0.68,,,,100.0,250.0,124,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,20.0,20,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.02,0.0,1.0,0.24,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,6.0,2.46,1.0,1.5499999999999972,0.58,1.0,2.0,0.82,0.0,2.0,0.6,,,,,,,,,
74,3.0,3.0,3,1.0,2.0,0.78,,,,,,,0.0,1.5499999999999972,0.52,3.0,5.0,2.86,1.0,2.0,1.2,1.5,4.0,1.54,1.0,2.0,1.04,2.0,5.0,2.1,2.0,4.0,1.96,19.0,29.0,19.54,9600.0,12000.0,9664,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.3,2980.0,2980.0,2959,0.0,0.0,0,5335.0,15137.5,8661,13.5,27.0,14.58,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,,,,3200.0,3200.0,3200,1.0,1.0,0.66,,,,100.0,200.0,112,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,50.0,22.4,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,0.0,0.02,0.0,1.0,0.28,0.0,0.0,0.04,,,,,,,12000.0,12000.0,12000,3000.0,3000.0,3000,3.0,4.6499999999999915,1.98,0.5,1.5499999999999972,0.56,1.0,1.5499999999999972,0.66,1.0,2.0,0.78,,,,0.0,0.0,0.02,0.0,0.0,0.14
75,3.0,3.0,3,1.0,2.0,0.68,,,,,,,0.0,2.0,0.6,3.0,5.0,2.88,1.0,3.0,1.12,1.0,4.0,1.76,1.0,2.0,1,2.0,5.0,2.16,2.0,3.549999999999997,1.8,20.0,33.19999999999999,20.8,9600.0,12000.0,9824,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,30.22,3000.0,3000.0,2979,0.0,0.0,5,5710.0,15437.5,8967,16.0,27.0,15.6,160.0,160.0,160,9200.0,9200.0,9200,9000.0,9000.0,9000,0.0,0.0,85,3200.0,3200.0,3200,0.0,1.0,0.48,,,,100.0,250.0,106,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.32,,,,20.0,20.0,20,20.0,36.499999999999915,21.8,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.36,0.0,0.5499999999999972,0.06,,,,,,,12000.0,12000.0,11940,3000.0,3000.0,2970,1.5,6.0,1.8,1.0,2.0,0.74,0.5,2.0,0.6,1.0,2.0,0.64,,,,0.0,1.0,0.1,0.0,10.84999999999998,1.02
