day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
74,0.0,0.0,0,0.0,2.0,0.384,0.0,1.0,0.058,1.0,2.0,0.75,0.0,1.0,0.284,0.0,2.0,0.61,0.0,1.0,0.182,1.0,3.0,1.15,1.0,2.0,0.732,4.0,11.0,5.079,8000.0,9600.0,8634.4,30.0,30.0,30,1.0,1.0,0.831,28.0,32.0,29.012,1010.0,1060.0,1030.7,1050.0,1050.0,879.75,7820.0,9140.999999999998,5986.99,12.0,18.0,10.446,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,573.75,1.0,1.0,0.611,,,,0.0,200.0,46.6,80.0,100.0,75.32,0.0,0.0,0,,,,100.0,100.0,98.25,28.0,32.0,29.176,,,,8000.0,8000.0,8000,2.0,2.0,1.965,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.3,0.0,0.0,0.05,0.0,1.0,0.103,0.0,1.0,0.236,0.0,0.049999999999954525,0.05,9000.0,9000.0,8391,0.0,1500.0,100.5,0.0,0.0,0.072,0.0,0.0,0.017,0.0,0.0,0.024,0.0,0.0,0.026,0.0,0.0,0.017,0.0,0.0,0.026,,,,,,,0.0,0.0,1.23,0.0,0.0,80,0.0,0.0,0.029,0.0,0.0,1.23
75,0.0,0.0,0,0.0,2.0,0.511,0.0,1.0,0.097,1.0,2.0,0.87,0.0,1.0,0.338,0.0,2.0,0.616,0.0,1.0,0.223,1.0,3.0,1.272,1.0,2.0,0.903,4.0,13.0,5.934,8000.0,9600.0,8782.4,0.0,0.0,0,0.0,1.0,0.17,28.0,32.0,29.109,1010.0,1060.0,1030.75,1250.0,1250.0,1083.75,7975.0,9380.0,5877.52,12.0,18.0,10.484,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,578,1.0,1.0,0.618,,,,0.0,200.0,56.1,80.0,100.0,86.38,200.0,200.0,200,,,,100.0,100.0,99.95,28.0,32.0,29.352,,,,8000.0,8000.0,8000,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.66,0.0,0.0,0.05,0.0,1.0,0.084,0.0,1.0,0.244,0.0,1.0,0.054,9000.0,9000.0,8391,0.0,0.0,27,0.0,0.0,0.018,0.0,0.0,0.009,0.0,0.0,0.006,0.0,0.0,0.003,0.0,0.0,0.009,0.0,0.0,0.003,,,,,,,0.0,0.0,1.72,0.0,0.0,352,0.0,0.0,0.039,0.0,0.0,1.74
76,0.0,0.0,0,0.0,2.0,0.412,0.0,1.0,0.077,1.0,2.0,0.728,0.0,1.0,0.319,0.0,2.0,0.571,0.0,1.0,0.177,1.0,3.0,1.112,1.0,2.0,0.761,4.0,12.0,5.32,8000.0,9600.0,8794.4,40.0,40.0,40,1.0,1.0,0.826,28.0,32.0,29.176,1050.0,1100.0,1070.75,1450.0,1450.0,1242,7970.0,9380.0,5823.52,12.0,18.0,10.873,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,616.25,1.0,1.0,0.61,,,,0.0,200.0,49.6,80.0,100.0,74.9,0.0,0.0,0,,,,100.0,100.0,98.5,28.0,32.0,29.392,,,,8000.0,8000.0,8000,2.0,2.0,1.97,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.314,,,,0.0,1.0,0.102,0.0,1.0,0.225,0.0,1.0,0.063,9000.0,9000.0,8346,0.0,1500.0,79.5,0.0,0.0,0.069,0.0,0.0,0.016,0.0,0.0,0.023,0.0,0.0,0.014,0.0,0.0,0.016,0.0,0.0,0.014,,,,,,,0.0,0.0,3.01,0.0,0.0,80,0.0,0.0,0.078,0.0,0.0,3.33
77,0.0,0.0,0,0.0,2.0,0.512,0.0,1.0,0.091,1.0,2.0,0.823,0.0,1.0,0.356,0.0,2.0,0.633,0.0,1.0,0.208,1.0,3.0,1.301,1.0,2.0,0.902,9.5,18.0,11.048,8000.0,9600.0,8692,0.0,0.0,0,0.0,1.0,0.174,28.0,32.0,29.266,1050.0,1100.0,1070.85,150.0,1150.0,508.5,8305.0,9821.5,5832.2,12.0,18.0,11.582,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,756.5,1.0,1.0,0.577,,,,0.0,200.0,56.4,80.0,100.0,86.28,350.0,350.0,350,,,,100.0,100.0,100,28.0,32.0,29.584,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.652,0.0,0.0,0.1,0.0,1.0,0.117,0.0,1.0,0.253,0.0,1.0,0.053,9000.0,9000.0,8205,1500.0,1500.0,972,0.0,3.0,0.609,0.0,1.0,0.226,0.0,1.0,0.203,0.0,1.0,0.219,0.0,1.0,0.226,0.0,1.0,0.219,,,,50.0,50.0,50,50.0,70.0,53.56,0.0,0.0,384,0.0,0.0,0.088,0.0,0.0,3.66
78,0.0,0.0,0,0.0,2.0,0.407,0.0,1.0,0.089,1.0,2.0,0.716,0.0,1.0,0.313,0.0,2.0,0.549,0.0,1.0,0.206,1.0,3.0,1.126,1.0,2.0,0.768,4.0,15.0,6.2,9600.0,12000.0,8991.2,0.0,0.0,0,1.0,1.0,0.826,28.0,32.0,29.216,1050.0,1100.0,1070.95,350.0,1350.0,730.25,8430.0,9930.999999999998,5887.44,12.0,21.0,12.026,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,828.75,1.0,1.0,0.606,,,,0.0,200.0,51.9,80.0,100.0,75.34,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.62,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.348,0.0,0.0,0.1,0.0,1.0,0.09,0.0,1.0,0.263,0.0,0.0,0.041,9000.0,9000.0,8115,0.0,0.0,34.5,0.0,0.0,0.024,0.0,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.007,0.0,0.0,0.008,0.0,0.0,0.007,,,,,,,0.0,70.0,9.78,0.0,0.0,72,0.0,2.0,0.245,0.0,90.0,10.2
79,0.0,0.0,0,0.0,2.0,0.45,0.0,1.0,0.072,1.0,2.0,0.859,0.0,1.0,0.324,1.0,2.0,0.657,0.0,1.0,0.197,1.0,3.0,1.352,1.0,2.0,0.912,5.0,15.0,6.578,8000.0,12000.0,8767.2,20.0,20.0,20,0.0,1.0,0.176,28.0,32.0,29.327,1070.0,1120.0,1091.15,550.0,1050.0,416.25,8455.0,10010.0,5887.2,12.0,19.0,11.839,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1207,1.0,1.0,0.631,,,,0.0,200.0,52.1,100.0,100.0,87.46,0.0,0.0,0,,,,100.0,100.0,99.8,28.0,32.0,29.64,,,,8000.0,8000.0,8000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.646,0.0,0.0,0.2,0.0,1.0,0.085,0.0,1.0,0.236,0.0,0.0,0.048,9000.0,9000.0,7707,0.0,1500.0,600,0.0,3.0,0.363,0.0,1.0,0.134,0.0,1.0,0.121,0.0,1.0,0.145,0.0,1.0,0.134,0.0,1.0,0.145,,,,,,,0.0,70.0,8.5,0.0,0.0,40,0.0,1.0,0.173,0.0,60.0,7.95
80,0.0,0.0,0,0.0,2.0,0.449,0.0,1.0,0.072,1.0,2.0,0.734,0.0,1.0,0.306,0.0,2.0,0.574,0.0,1.0,0.184,1.0,3.0,1.116,1.0,2.0,0.741,4.0,14.0,6.118,9600.0,12000.0,9050.4,0.0,0.0,0,1.0,1.0,0.824,28.0,32.0,29.337,1070.0,1120.0,1091.4,750.0,1250.0,584,8580.0,10180.0,5988.74,12.0,22.049999999999955,12.406,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1032.75,1.0,1.0,0.616,,,,0.0,200.0,49,80.0,100.0,74.54,150.0,150.0,150,,,,100.0,100.0,100,28.0,32.0,29.676,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,0.0,0.0,0.25,0.0,1.0,0.105,0.0,1.0,0.244,0.0,0.0,0.035,9000.0,9000.0,7854,0.0,1500.0,145.5,0.0,0.0,0.087,0.0,0.0,0.036,0.0,0.0,0.029,0.0,0.0,0.032,0.0,0.0,0.036,0.0,0.0,0.032,,,,,,,0.0,70.0,9.48,0.0,0.0,72,0.0,2.0,0.233,0.0,90.0,9.96
81,0.0,0.0,0,0.0,2.0,0.464,0.0,1.0,0.071,1.0,2.0,0.923,0.0,1.0,0.366,1.0,2.0,0.675,0.0,1.0,0.207,1.0,3.0,1.271,1.0,2.0,0.845,5.0,17.0,6.773,9600.0,12000.0,9096,30.0,30.0,30,0.0,1.0,0.176,28.0,32.0,29.369,1100.0,1150.0,1121.75,950.0,1450.0,799.75,8570.0,10240.0,5961.4,12.0,26.0,12.548,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1109.25,1.0,1.0,0.594,,,,0.0,200.0,57.3,100.0,100.0,87.16,0.0,0.0,0,,,,100.0,100.0,99.8,28.0,32.0,29.712,,,,8000.0,8000.0,8000,2.0,2.0,1.996,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.644,0.0,0.0,0.35,0.0,1.0,0.106,0.0,1.0,0.242,0.0,1.0,0.058,9000.0,9000.0,7764,0.0,1500.0,111,0.0,0.0,0.072,0.0,0.0,0.027,0.0,0.0,0.024,0.0,0.0,0.023,0.0,0.0,0.027,0.0,0.0,0.023,,,,,,,0.0,70.0,10.16,0.0,0.0,72,0.0,2.0,0.229,0.0,90.0,10.23
82,0.0,0.0,0,0.0,1.0,0.4,0.0,1.0,0.086,1.0,2.0,0.778,0.0,1.0,0.325,0.0,2.0,0.552,0.0,1.0,0.188,1.0,3.0,1.103,1.0,2.0,0.744,4.0,15.049999999999955,6.546,8000.0,12000.0,8924,0.0,0.0,0,1.0,1.0,0.824,28.0,32.0,29.395,1100.0,1150.0,1122.15,900.0,1400.0,849.25,8780.0,10461.0,6100.22,12.0,22.0,11.851,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1139,1.0,1.0,0.623,,,,0.0,200.0,51.3,80.0,100.0,75.52,200.0,200.0,200,,,,100.0,100.0,100,28.0,32.0,29.756,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,0.0,0.0,0.4,0.0,1.0,0.099,0.0,1.0,0.233,0.0,0.0,0.045,9000.0,9000.0,7755,0.0,1500.0,256.5,0.0,3.0,0.153,0.0,1.0,0.066,0.0,1.0,0.051,0.0,1.0,0.054,0.0,1.0,0.066,0.0,1.0,0.054,,,,,,,0.0,70.0,12.13,0.0,0.0,88,0.0,2.0,0.242,0.0,60.0,11.28
83,0.0,0.0,0,0.0,2.0,0.502,0.0,1.0,0.088,1.0,2.0,0.849,0.0,1.0,0.33,1.0,2.0,0.651,0.0,1.0,0.224,1.0,3.0,1.317,1.0,2.0,0.863,5.0,16.0,6.972,9600.0,12000.0,9279.2,40.0,40.0,40,0.0,1.0,0.176,28.0,32.0,29.432,1140.0,1190.0,1162.6,850.0,1350.0,899.5,8740.0,10520.0,6054.06,12.0,22.0,12.08,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1202.75,1.0,1.0,0.607,,,,0.0,200.0,55.4,80.0,100.0,86.44,0.0,0.0,0,,,,100.0,100.0,100,28.0,32.0,29.8,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.648,0.0,0.0,0.45,0.0,1.0,0.109,0.0,1.0,0.248,0.0,0.0,0.036,9000.0,9000.0,7737,0.0,1500.0,210,0.0,0.0,0.114,0.0,1.0,0.051,0.0,0.0,0.038,0.0,1.0,0.051,0.0,1.0,0.051,0.0,1.0,0.051,,,,,,,0.0,70.0,10.82,0.0,0.0,88,0.0,2.0,0.246,0.0,90.0,10.935
84,0.0,0.0,0,0.0,2.0,0.424,0.0,1.0,0.067,1.0,2.0,0.745,0.0,1.0,0.278,0.0,2.0,0.582,0.0,1.0,0.161,1.0,3.0,1.147,1.0,2.0,0.772,9.0,18.0,11.074,8000.0,12000.0,9084,0.0,0.0,0,1.0,1.0,0.824,28.0,32.0,29.449,1140.0,1190.0,1162.9,550.0,1300.0,574.5,9070.0,10871.0,6359,12.0,49.09999999999991,14.973,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1173,1.0,1.0,0.6,,,,0.0,200.0,43.9,80.0,100.0,75.04,350.0,350.0,350,,,,100.0,100.0,100,28.0,32.0,29.832,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,0.0,0.0,0.3,0.0,1.0,0.105,0.0,1.0,0.248,0.0,0.0,0.047,9000.0,9000.0,7725,0.0,1500.0,627,0.0,3.0,0.438,0.0,1.0,0.142,0.0,1.0,0.146,0.0,1.0,0.13,0.0,1.0,0.142,0.0,1.0,0.13,,,,50.0,50.0,50,50.0,70.0,59.2,0.0,0.0,64,0.0,2.0,0.259,0.0,90.0,11.655
85,0.0,0.0,0,0.0,2.0,0.476,0.0,1.0,0.078,1.0,2.0,0.884,0.0,1.0,0.344,1.0,2.0,0.653,0.0,1.0,0.201,1.0,3.0,1.317,1.0,2.0,0.871,7.0,18.0,8.032,9600.0,12000.0,9473.6,0.0,0.0,0,0.0,1.0,0.176,28.0,32.0,29.373,1140.0,1190.0,1163.35,750.0,1250.0,668.5,9130.0,11010.0,6428.46,12.0,36.0,13.701,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1385.5,1.0,1.0,0.57,,,,0.0,200.0,54.5,80.0,100.0,86.96,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.868,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.648,0.0,0.0,0.45,0.0,1.0,0.109,0.0,1.0,0.267,0.0,1.0,0.054,9000.0,9000.0,7482,0.0,1500.0,238.5,0.0,3.0,0.153,0.0,1.0,0.053,0.0,1.0,0.051,0.0,1.0,0.055,0.0,1.0,0.053,0.0,1.0,0.055,,,,,,,0.0,70.0,21.99,0.0,0.0,72,0.0,2.0,0.402,0.0,120.0,20.565
86,0.0,0.0,0,0.0,2.0,0.436,0.0,1.0,0.074,1.0,2.0,0.768,0.0,1.0,0.28,0.0,2.0,0.584,0.0,1.0,0.173,1.0,3.0,1.091,1.0,2.0,0.77,4.0,15.0,6.674,9600.0,12000.0,9433.6,20.0,20.0,20,1.0,1.0,0.824,28.0,32.0,29.516,1160.0,1210.0,1183.95,950.0,1450.0,871.75,9090.0,11000.5,6352.56,11.0,26.0,11.841,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1687.25,1.0,1.0,0.598,,,,0.0,200.0,45.3,80.0,100.0,74.8,0.0,0.0,0,,,,100.0,100.0,100,28.0,32.0,29.916,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,0.0,0.0,0.6,0.0,1.0,0.101,0.0,1.0,0.248,0.0,1.0,0.053,9000.0,9000.0,7137,0.0,1500.0,172.5,0.0,0.0,0.09,0.0,0.0,0.049,0.0,0.0,0.03,0.0,0.0,0.036,0.0,0.0,0.049,0.0,0.0,0.036,,,,,,,0.0,70.0,14.1,0.0,0.0,96,0.0,2.0,0.254,0.0,90.0,12.15
87,0.0,0.0,0,0.0,2.0,0.458,0.0,1.0,0.104,1.0,2.0,0.846,0.0,1.0,0.347,0.0,2.0,0.633,0.0,1.0,0.232,1.0,3.0,1.299,1.0,2.0,0.905,5.0,15.049999999999955,6.999,9600.0,12000.0,9463.2,0.0,0.0,0,0.0,1.0,0.176,28.0,32.0,29.674,1160.0,1210.0,1184.35,650.0,1400.0,746.25,9190.0,11220.0,6483.78,10.0,19.0,10.873,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,1351.5,1.0,1.0,0.605,,,,0.0,200.0,57.9,80.0,100.0,87.32,150.0,150.0,150,,,,100.0,100.0,100,28.0,32.0,29.948,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.648,0.0,0.0,0.4,0.0,1.0,0.094,0.0,1.0,0.243,0.0,1.0,0.058,9000.0,9000.0,7512,0.0,1500.0,462,0.0,3.0,0.282,0.0,1.0,0.105,0.0,1.0,0.094,0.0,1.0,0.109,0.0,1.0,0.105,0.0,1.0,0.109,,,,,,,0.0,70.0,9.77,0.0,0.0,64,0.0,1.0,0.16,0.0,60.0,8.52
88,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.07,1.0,2.0,0.739,0.0,1.0,0.312,0.0,2.0,0.577,0.0,1.0,0.192,1.0,3.0,1.111,1.0,2.0,0.761,4.0,14.0,5.953,9600.0,12000.0,9624.8,30.0,30.0,30,1.0,1.0,0.824,28.0,32.0,29.721,1190.0,1240.0,1214.7,850.0,1350.0,733.25,8940.0,11241.0,6453.42,9.0,19.0,10.829,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,943.5,1.0,1.0,0.586,,,,0.0,200.0,50.4,80.0,100.0,75.24,0.0,0.0,0,,,,100.0,100.0,100,28.0,32.0,29.976,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,0.0,0.0,0.35,0.0,1.0,0.116,0.0,1.0,0.244,0.0,1.0,0.054,9000.0,9000.0,7941,0.0,1500.0,328.5,0.0,3.0,0.216,0.0,1.0,0.075,0.0,1.0,0.072,0.0,1.0,0.072,0.0,1.0,0.075,0.0,1.0,0.072,,,,,,,0.0,70.0,9.2,0.0,0.0,56,0.0,1.0,0.175,0.0,60.74999999999932,8.94
89,0.0,0.0,0,0.0,2.0,0.471,0.0,1.0,0.075,1.0,2.0,0.852,0.0,2.0,0.382,1.0,2.0,0.669,0.0,1.0,0.204,1.0,3.0,1.245,1.0,3.0,0.926,5.0,14.0,6.507,9600.0,12000.0,9648,0.0,0.0,0,0.0,1.0,0.176,28.0,32.0,29.789,1215.0,1240.0,1215,550.0,1300.0,633.5,7090.0,11500.0,6651.08,9.0,19.0,10.577,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,845.75,1.0,1.0,0.586,,,,0.0,200.0,58.6,100.0,100.0,87.06,200.0,200.0,200,,,,100.0,100.0,100,30.0,32.0,30,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.648,0.0,0.0,0.3,0.0,1.0,0.108,0.0,1.0,0.265,0.0,0.0,0.041,9000.0,9000.0,8088,0.0,1500.0,366,0.0,3.0,0.228,0.0,1.0,0.081,0.0,1.0,0.076,0.0,1.0,0.087,0.0,1.0,0.081,0.0,1.0,0.087,,,,,,,0.0,70.0,7.65,0.0,0.0,48,0.0,1.0,0.131,0.0,60.0,7.17
90,0.0,0.0,0,0.0,2.0,0.397,0.0,1.0,0.088,1.0,2.0,0.813,0.0,1.0,0.294,0.0,2.0,0.562,0.0,1.0,0.168,1.0,3.0,1.108,1.0,2.0,0.746,4.0,13.0,5.796,9600.0,12000.0,9648.8,40.0,40.0,40,1.0,1.0,0.824,28.0,32.0,29.851,1255.0,1280.0,1255,500.0,1250.0,587.75,7150.0,11481.0,6672.86,9.0,19.0,10.007,160.0,160.0,160,9200.0,9200.0,9200,0.0,8500.0,692.75,1.0,1.0,0.618,,,,0.0,200.0,46.2,80.0,100.0,75.58,0.0,0.0,0,,,,100.0,100.0,100,30.0,32.0,30,,,,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.352,,,,0.0,1.0,0.107,0.0,1.0,0.224,0.0,1.0,0.051,9000.0,9000.0,8271,0.0,1500.0,282,0.0,3.0,0.195,0.0,1.0,0.06,0.0,1.0,0.065,0.0,1.0,0.063,0.0,1.0,0.06,0.0,1.0,0.063,,,,,,,0.0,50.0,6.42,,,,0.0,1.0,0.101,0.0,45.0,5.655
