day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean
49,0.0,0.0,0,0.0,2.0,0.416,0.0,1.0,0.073,1.0,2.0,0.714,0.0,1.0,0.286,0.0,2.0,0.498,0.0,1.0,0.19,1.0,3.0,1.123,1.0,2.0,0.7,,,,,,,0.0,1.0,0.3,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1460.0,1560.0,1452.66,2200.0,2200.0,2200,10340.0,11460.0,10332.07,21.0,27.0,19.566,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,47.6,80.0,80.0,71.68,350.0,350.0,245,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,55,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,35,,,,,,,,,
50,0.0,0.0,0,0.0,1.0,0.307,0.0,1.0,0.061,0.0,2.0,0.536,0.0,1.0,0.205,0.0,1.0,0.389,0.0,1.0,0.132,1.0,2.0,0.8,0.0,2.0,0.57,,,,,,,0.0,1.0,0.295,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1480.0,1580.0,1472.66,0.0,0.0,0,10510.0,11620.499999999998,10490.13,21.0,27.0,19.566,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,33.7,60.0,60.0,53.86,100.0,100.0,70.5,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0,0.0,0,0.0,1.0499999999999545,0.386,0.0,1.0,0.081,1.0,2.0,0.729,0.0,1.0,0.279,0.0,2.0,0.514,0.0,1.0,0.171,1.0,3.0,1.115,1.0,2.0,0.725,,,,,,,0.0,1.0,0.282,20.0,20.0,14.36,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1510.0,1610.0,1507.02,800.0,800.0,800,10610.0,11760.0,10607.41,21.0,27.0,19.566,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,45,80.0,80.0,72.28,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0,0.0,0,0.0,1.0,0.311,0.0,0.0,0.046,0.0,2.0,0.56,0.0,1.0,0.224,0.0,1.0,0.398,0.0,1.0,0.122,1.0,2.0,0.83,0.0,2.0,0.509,,,,,,,0.0,1.0,0.297,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1530.0,1630.0,1527.02,100.0,100.0,100,10810.0,11940.0,10801.24,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,34.6,60.0,60.0,53.78,150.0,150.0,105.45,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,50.0,21.92,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.939,0.0,1.0,0.341,0.0,1.0,0.313,0.0,1.0,0.346,0.0,1.0,0.341,0.0,1.0,0.346,,,,,,,,,,,,,,,
53,0.0,0.0,0,0.0,2.0,0.385,0.0,1.0,0.075,1.0,2.0,0.804,0.0,1.0,0.281,0.0,2.0,0.524,0.0,1.0,0.162,1.0,3.0,1.078,1.0,2.0,0.691,,,,,,,0.0,1.0,0.286,30.0,30.0,21.42,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1570.0,1670.0,1568.44,900.0,900.0,900,10920.0,12030.0,10917.84,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,44.3,80.0,80.0,72.3,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,0.0,0,0.0,1.0,0.27,0.0,1.0,0.058,0.0,2.0,0.548,0.0,1.0,0.231,0.0,1.0,0.394,0.0,1.0,0.146,1.0,2.0,0.824,0.0,2.0,0.529,,,,,,,0.0,1.0,0.312,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1590.0,1690.0,1588.44,1700.0,1700.0,1700,11150.0,12270.0,11147.74,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,37.7,60.0,60.0,54.6,200.0,200.0,137.6,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0,0.0,0,0.0,2.0,0.393,0.0,1.0,0.081,1.0,2.0,0.725,0.0,1.0,0.291,0.0,2.0,0.55,0.0,1.0,0.194,1.0,3.0,1.065,1.0,2.0,0.701,,,,,,,0.0,1.0,0.32,40.0,40.0,27.2,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1640.0,1750.0,1635.64,2500.0,2500.0,2500,11275.0,12410.5,11268.38,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,48.5,80.0,80.0,72.14,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0,0.0,0,0.0,1.0,0.303,0.0,0.0,0.049,0.0,2.0,0.534,0.0,1.0,0.222,0.0,2.0,0.419,0.0,1.0,0.124,1.0,2.0,0.793,0.0,2.0,0.556,,,,,,,0.0,1.0,0.313,0.0,0.0,0,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1660.0,1770.0,1655.64,300.0,300.0,300,11580.0,12740.999999999998,11597.37,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,34.6,60.0,60.0,53.94,350.0,350.0,240.45,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,70.0,70.0,54.35,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,3000.0,3000.0,3000,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,34.35,,,,,,,,,
57,0.0,0.0,0,0.0,2.0,0.414,0.0,1.0,0.067,1.0,2.0,0.712,0.0,1.0,0.277,0.0,2.0,0.511,0.0,1.0,0.188,1.0,3.0,1.11,1.0,2.0,0.721,,,,,,,0.0,1.0,0.295,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1680.0,1790.0,1675.64,1100.0,1100.0,1100,11790.0,12940.0,11786.09,21.0,27.0,18.585,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,46.5,80.0,80.0,71.72,100.0,100.0,70.5,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0,0.0,0,0.0,1.0,0.313,0.0,1.0,0.079,0.0,2.0,0.538,0.0,1.0,0.209,0.0,1.0,0.407,0.0,1.0,0.132,1.0,2.0,0.774,0.0,2.0,0.548,,,,,,,0.0,1.0,0.308,20.0,20.0,13.84,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1710.0,1820.0,1709.48,400.0,400.0,400,11880.0,13021.0,11873.93,21.0,27.0,17.262,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,34.1,60.0,60.0,53.74,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,50.0,22.31,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,1500.0,1500.0,1500,0.0,3.0,0.987,0.0,1.0,0.334,0.0,1.0,0.329,0.0,1.0,0.337,0.0,1.0,0.334,0.0,1.0,0.337,,,,,,,,,,,,,,,
59,0.0,0.0,0,0.0,1.0,0.385,0.0,1.0,0.071,1.0,2.0,0.714,0.0,1.0,0.264,0.0,2.0,0.549,0.0,1.0,0.173,1.0,3.0,1.116,1.0,2.0,0.728,,,,,,,0.0,1.0,0.304,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1730.0,1840.0,1729.48,1200.0,1200.0,1200,12090.0,13270.5,12094.33,21.0,27.0,17.262,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,200.0,43.7,80.0,80.0,72.3,150.0,150.0,104.4,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,0.0,0,0.0,1.0,0.299,0.0,1.0,0.055,0.0,2.0,0.571,0.0,1.0,0.215,0.0,1.0,0.365,0.0,1.0,0.112,1.0,2.0,0.819,0.0,2.0,0.564,,,,,,,0.0,1.0,0.302,30.0,30.0,20.94,20.0,20.0,20,1.0,1.0,1,0.0,0.0,0,1770.0,1890.0,1770.42,2000.0,2000.0,2000,12180.0,13380.499999999998,12181.05,21.0,27.0,17.262,10.0,10.0,10,800.0,800.0,800,,,,,,,0.0,100.0,32.7,60.0,60.0,54.02,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,,,,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,6.0,6.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0,0.0,0,0.0,2.0,0.4,0.0,1.0,0.078,1.0,2.0,0.697,0.0,1.0,0.314,0.0,2.0,0.544,0.0,1.0,0.171,1.0,3.0,1.073,1.0,2.0,0.723,,,,,,,0.0,1.0,0.293,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,0.0,0.0,0,1790.0,1910.0,1790.42,2800.0,2800.0,2800,12450.0,13650.0,12442.95,21.0,27.0,17.262,15.0,15.0,15,800.0,800.0,800,,,,,,,0.0,200.0,48.5,80.0,80.0,72,200.0,200.0,141.4,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24,20.0,20.0,20,20.0,20.0,20,5.0,5.0,5,1500.0,1500.0,1500,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,1.0,1,8.0,8.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
