day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
59,2.0,2.0,2,0.0,2.0,0.594,0.0,1.0,0.11,1.0,3.0,1.102,0.0,2.0,0.434,1.0,2.0,0.801,0.0,1.0,0.265,2.0,3.0,1.63,1.0,3.0,1.064,10.0,19.0,11.907,9600.0,12000.0,9524,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.78,1980.0,2030.0,2002.25,550.0,1300.0,583.5,13560.0,15220.0,10781.26,15.0,26.0,15.17,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.602,,,,100.0,200.0,69.9,120.0,120.0,108.12,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.03,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.085,0.0,1.0,0.264,0.0,0.0,0.049,,,,,,,,,,0.0,1500.0,304.5,0.0,3.0,0.204,0.0,1.0,0.068,0.0,1.0,0.074,0.0,1.0,0.061,0.0,1.0,0.074,0.0,1.0,0.061,,,,,,
60,2.0,2.0,2,0.0,2.0,0.565,0.0,1.0,0.107,1.0,3.0,1.095,0.0,2.0,0.463,1.0,2.0,0.798,0.0,1.0,0.292,1.0,3.0,1.563,1.0,3.0,1.117,10.0,18.0,11.891,9600.0,12000.0,9570.4,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.78,2030.0,2080.0,2052.25,500.0,1250.0,522.5,13740.0,15420.0,10965.46,15.0,26.0,15.206,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.582,,,,100.0,200.0,75.5,120.0,120.0,108.7,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.15,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.091,0.0,1.0,0.271,0.0,1.0,0.056,,,,,,,,,,0.0,1500.0,261,0.0,3.0,0.186,0.0,1.0,0.062,0.0,1.0,0.063,0.0,0.0,0.049,0.0,1.0,0.063,0.0,0.0,0.049,,,,,,
61,2.0,2.0,2,0.0,2.0,0.622,0.0,1.0,0.103,1.0,3.0,1.084,0.0,2.0,0.435,1.0,2.0,0.76,0.0,1.0,0.275,2.0,4.0,1.656,1.0,3.0,1.065,11.0,18.0,12.002,9600.0,12000.0,9621.6,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.779,2050.0,2100.0,2072.25,700.0,1450.0,722.5,14120.0,15800.0,11344.02,15.0,26.0,15.201,120.0,120.0,120,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.561,,,,100.0,200.0,71,120.0,120.0,107.56,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.05,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.102,0.0,1.0,0.301,0.0,0.0,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.001,0.0,0.0,0.045
62,2.0,2.0,2,0.0,2.0,0.599,0.0,1.0,0.101,1.0,3.0,1.022,0.0,2.0,0.433,1.0,2.0,0.817,0.0,1.0,0.276,2.0,4.0,1.657,1.0,3.0,1.095,10.0,18.0,11.925,9600.0,12000.0,9569.6,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.779,2110.0,2160.0,2132.25,900.0,1400.0,834.25,14300.0,16020.0,11522.94,15.0,26.0,15.221,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,4.25,12000.0,12000.0,11994,1.0,1.0,0.573,,,,100.0,200.0,70.9,120.0,120.0,108.02,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.11,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.093,0.0,1.0,0.284,0.0,0.049999999999954525,0.05,,,,,,,,,,0.0,1500.0,90,0.0,0.0,0.063,0.0,0.0,0.021,0.0,0.0,0.016,0.0,0.0,0.023,0.0,0.0,0.016,0.0,0.0,0.023,0.0,0.0,0.001,0.0,0.0,0.067
63,2.0,2.0,2,0.0,2.0,0.592,0.0,1.0,0.089,1.0,3.0,1.097,0.0,2.0,0.444,1.0,2.0,0.823,0.0,1.0,0.265,2.0,3.0,1.571,1.0,3.0,1.119,15.0,23.0,16.606,9600.0,12000.0,9520,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.777,2130.0,2180.0,2152.25,850.0,1350.0,850,15190.0,16930.0,12452,15.0,26.049999999999955,15.397,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,4.25,12000.0,12000.0,11994,1.0,1.0,0.611,,,,100.0,200.0,70.9,120.0,120.0,108.16,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,70.0,70.0,70.08,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.102,0.0,1.0,0.24,0.0,0.0,0.047,400.0,400.0,400,50.0,50.0,50,,,,0.0,1500.0,186,0.0,0.0,0.114,0.0,0.0,0.038,0.0,0.0,0.049,0.0,0.0,0.037,0.0,0.0,0.049,0.0,0.0,0.037,0.0,0.0,0.003,0.0,0.0,0.142
64,2.0,2.0,2,0.0,2.0,0.588,0.0,1.0,0.091,1.0,3.0,1.11,0.0,2.0,0.424,1.0,2.0,0.832,0.0,1.0,0.273,2.0,3.0,1.593,1.0,3.0,1.089,10.0,18.0,11.723,9600.0,12000.0,9518.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.78,2150.0,2200.0,2172.25,800.0,1300.0,723.75,15450.0,17210.0,12729.94,16.0,26.0,15.443,40.0,40.0,40,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,12.75,12000.0,12000.0,11982,1.0,1.0,0.574,,,,100.0,200.0,69.7,120.0,120.0,108.24,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.17,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.116,0.0,1.0,0.255,0.0,1.0,0.055,,,,,,,,,,0.0,1500.0,331.5,0.0,3.0,0.216,0.0,1.0,0.072,0.0,1.0,0.068,0.0,1.0,0.081,0.0,1.0,0.068,0.0,1.0,0.081,,,,,,
65,2.0,2.0,2,0.0,2.0,0.579,0.0,1.0,0.124,1.0,3.0,1.064,0.0,2.0,0.475,1.0,2.0,0.768,0.0,1.0,0.258,2.0,3.0,1.593,1.0,3.0,1.139,10.0,19.0,11.94,9600.0,12000.0,9561.6,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.779,2190.0,2240.0,2212.25,500.0,1250.0,589.25,15640.0,17390.999999999996,12911.66,16.0,26.0,15.624,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.593,,,,100.0,200.0,73.3,120.0,120.0,108.42,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.78,,,,20.0,20.0,20,20.0,20.0,20.09,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.105,0.0,1.0,0.252,0.0,0.049999999999954525,0.05,,,,,,,,,,0.0,1500.0,334.5,0.0,3.0,0.249,0.0,1.0,0.083,0.0,1.0,0.073,0.0,1.0,0.067,0.0,1.0,0.073,0.0,1.0,0.067,0.0,0.0,0.001,0.0,0.0,0.022
66,2.0,2.0,2,0.0,2.0,0.595,0.0,1.0,0.105,1.0,3.0,1.085,0.0,2.0,0.417,1.0,3.0,0.901,0.0,1.0,0.265,1.0,3.0,1.564,1.0,3.0,1.068,10.0,18.0,11.788,9600.0,12000.0,9479.2,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.781,2210.0,2260.0,2232.3,700.0,1450.0,788.5,15960.0,17740.0,13229.96,16.0,26.0,15.634,120.0,120.0,120,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,12.75,12000.0,12000.0,11988,1.0,1.0,0.584,,,,100.0,200.0,68.2,120.0,120.0,108.1,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,20.0,20.0,20.05,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.121,0.0,1.0,0.244,0.0,1.0,0.051,,,,,,,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.001,0.0,0.0,0.06
67,2.0,2.0,2,0.0,2.0,0.593,0.0,1.0,0.103,1.0,3.0,1.128,0.0,2.0,0.392,1.0,2.0,0.811,0.0,1.0,0.273,2.0,4.0,1.615,1.0,3.0,1.085,10.0,18.0,11.861,9600.0,12000.0,9446.4,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.78,2260.0,2310.0,2282.3,650.0,1400.0,678.75,16130.0,17900.0,13404.6,16.0,27.0,15.766,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,12.75,12000.0,12000.0,11985,1.0,1.0,0.575,,,,0.0,200.0,66.5,120.0,120.0,108.14,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,20.0,20.0,20.22,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.12,0.0,1.0,0.257,0.0,0.0,0.048,,,,,,,,,,0.0,1500.0,312,0.0,3.0,0.18,0.0,1.0,0.06,0.0,1.0,0.073,0.0,1.0,0.075,0.0,1.0,0.073,0.0,1.0,0.075,0.0,0.0,0.004,0.0,0.0,0.172
68,2.0,2.0,2,0.0,2.0,0.582,0.0,1.0,0.125,1.0,3.0,1.086,0.0,2.0,0.43,1.0,2.0,0.786,0.0,1.0,0.26,2.0,4.0,1.643,1.0,3.0,1.088,11.0,19.0,12.078,9600.0,12000.0,9384.8,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.782,2280.0,2330.0,2302.3,600.0,1350.0,626.25,16490.0,18280.999999999996,13781.96,16.0,27.0,15.823,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,17,12000.0,12000.0,11982,1.0,1.0,0.57,,,,100.0,200.0,69,120.0,120.0,108.36,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,20.0,20.0,20.3,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.115,0.0,1.0,0.269,0.0,0.0,0.046,,,,,,,,,,0.0,1500.0,253.5,0.0,3.0,0.207,0.0,1.0,0.069,0.0,0.0,0.041,0.0,1.0,0.059,0.0,0.0,0.041,0.0,1.0,0.059,0.0,0.0,0.002,0.0,0.0,0.15
69,2.0,2.0,2,0.0,2.0,0.608,0.0,1.0,0.106,1.0,3.0,1.094,0.0,2.0,0.41,1.0,2.0,0.835,0.0,1.0,0.248,2.0,3.0499999999999545,1.619,1.0,3.0,1.08,10.0,19.0,11.887,9600.0,12000.0,9507.2,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.778,2340.0,2390.0,2362.3,800.0,1300.0,730.75,16660.0,18440.999999999996,13955.6,16.0,27.0,15.748,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,8.5,12000.0,12000.0,11991,1.0,1.0,0.606,,,,0.0,200.0,65.8,120.0,120.0,107.84,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,20.0,20.0,20.54,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.256,0.0,0.0,0.038,,,,,,,,,,0.0,1500.0,96,0.0,0.0,0.045,0.0,0.0,0.015,0.0,0.0,0.034,0.0,0.0,0.015,0.0,0.0,0.034,0.0,0.0,0.015,0.0,0.0,0.006,0.0,0.0,0.42
70,2.0,2.0,2,0.0,2.0,0.583,0.0,1.0,0.122,1.0,3.0,1.053,0.0,2.0,0.475,1.0,2.0,0.844,0.0,1.0,0.218,1.0,4.0,1.606,1.0,3.0,1.099,15.0,24.0,16.955,9600.0,12000.0,9524,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.783,2360.0,2410.0,2382.3,750.0,1250.0,753.75,17170.0,18950.0,14483.24,16.0,27.0,15.87,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,25.5,12000.0,12000.0,11973,1.0,1.0,0.583,,,,100.0,200.0,69.3,120.0,120.0,108.34,350.0,350.0,350,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,70.0,70.0,70.1,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.124,0.0,1.0,0.251,0.0,0.0,0.042,,,,50.0,50.0,50,,,,0.0,1500.0,178.5,0.0,0.0,0.132,0.0,0.0,0.044,0.0,0.0,0.038,0.0,0.0,0.037,0.0,0.0,0.038,0.0,0.0,0.037,0.0,0.0,0.001,0.0,0.0,0.09
71,2.0,2.0,2,0.0,2.0,0.573,0.0,1.0,0.107,1.0,3.0,1.07,0.0,2.0,0.433,1.0,2.0,0.772,0.0,1.0,0.257,2.0,4.0,1.628,1.0,3.0,1.16,11.0,19.0,11.853,9600.0,12000.0,9533.6,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.77,2380.0,2430.0,2402.3,950.0,1450.0,954,17430.0,19290.0,14760.78,16.0,27.0,15.922,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,4.25,12000.0,12000.0,11994,1.0,1.0,0.604,,,,100.0,200.0,69,120.0,120.0,108.54,100.0,100.0,100,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.784,,,,20.0,20.0,20,20.0,20.0,20.91,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.099,0.0,1.0,0.243,0.0,1.0,0.054,,,,,,,,,,0.0,0.0,1.5,0.0,0.0,0.003,0.0,0.0,0.001,,,,,,,,,,,,,0.0,0.0,0.014,0.0,0.0,0.959
72,2.0,2.0,2,0.0,2.0,0.611,0.0,1.0,0.092,1.0,3.0,1.122,0.0,2.0,0.452,1.0,2.0,0.798,0.0,1.0,0.273,2.0,4.0,1.629,1.0,3.0,1.023,10.0,18.0,11.79,9600.0,12000.0,9468,20.0,20.0,20,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.775,2420.0,2470.0,2442.35,900.0,1400.0,823.25,17630.0,19470.999999999996,14933.06,16.0,27.0,16.036,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,63.75,12000.0,12000.0,11928,1.0,1.0,0.586,,,,100.0,200.0,72.5,120.0,120.0,107.78,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.788,,,,20.0,20.0,20,20.0,20.0,20.79,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.084,0.0,1.0,0.27,0.0,1.0,0.06,,,,,,,0.0,0.0,8,0.0,1500.0,339,0.0,3.0,0.237,0.0,1.0,0.079,0.0,1.0,0.075,0.0,1.0,0.072,0.0,1.0,0.075,0.0,1.0,0.072,0.0,0.0,0.01,0.0,0.0,0.667
73,2.0,2.0,2,0.0,2.0,0.575,0.0,1.0,0.102,1.0,3.0,1.104,0.0,2.0,0.442,1.0,2.0,0.791,0.0,1.0,0.26,2.0,4.0,1.644,1.0,3.0,1.082,10.0,19.0,11.904,9600.0,12000.0,9478.4,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.772,2440.0,2490.0,2462.35,600.0,1350.0,687.25,17930.0,19800.0,15261.76,16.0,27.0,16.353,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,51,12000.0,12000.0,11946,1.0,1.0,0.604,,,,100.0,200.0,70.2,120.0,120.0,108.5,150.0,150.0,150,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.788,,,,20.0,20.0,20,20.0,20.0,20.89,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.093,0.0,1.0,0.262,0.0,0.0,0.041,,,,,,,,,,0.0,1500.0,339,0.0,3.0,0.249,0.0,1.0,0.083,0.0,1.0,0.056,0.0,1.0,0.087,0.0,1.0,0.056,0.0,1.0,0.087,0.0,0.0,0.015,0.0,0.0,0.958
74,2.0,2.0,2,0.0,2.0,0.625,0.0,1.0,0.123,1.0,3.0,1.091,0.0,2.0,0.412,1.0,2.0,0.796,0.0,1.0,0.257,2.0,3.0,1.623,1.0,3.0,1.073,11.0,19.0,12.08,9600.0,12000.0,9471.2,30.0,30.0,30,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.777,2490.0,2540.0,2512.4,550.0,1300.0,576.75,18080.0,19961.0,15428.16,16.0,27.0,16.188,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,76.5,12000.0,12000.0,11922,1.0,1.0,0.585,,,,0.0,200.0,66.9,120.0,120.0,107.5,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.792,,,,20.0,20.0,20,20.0,20.0,21.11,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.096,0.0,1.0,0.267,0.0,1.0,0.052,,,,,,,0.0,0.0,8,0.0,1500.0,312,0.0,3.0,0.234,0.0,1.0,0.078,0.0,1.0,0.067,0.0,1.0,0.063,0.0,1.0,0.067,0.0,1.0,0.063,0.0,0.0,0.013,0.0,0.0,0.711
75,2.0,2.0,2,0.0,2.0,0.578,0.0,1.0,0.096,1.0,3.0,1.053,0.0,2.0,0.398,1.0,2.0,0.812,0.0,1.0,0.288,2.0,3.0,1.608,1.0,3.0,1.167,10.0,18.0,11.864,9600.0,12000.0,9488,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.767,2510.0,2560.0,2532.4,500.0,1000.0,509,18470.0,20360.0,15805.2,16.0,27.0,16.314,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,63.75,12000.0,12000.0,11940,1.0,1.0,0.574,,,,100.0,200.0,68.6,120.0,120.0,108.44,200.0,200.0,200,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.792,,,,20.0,20.0,20,20.0,20.0,21.66,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.12,0.0,1.0,0.257,0.0,0.0,0.049,,,,,,,,,,0.0,1500.0,264,0.0,0.0,0.144,0.0,0.0,0.048,0.0,1.0,0.065,0.0,1.0,0.063,0.0,1.0,0.065,0.0,1.0,0.063,0.0,0.0,0.025,0.0,0.0,1.642
76,2.0,2.0,2,0.0,2.0,0.588,0.0,1.0,0.116,1.0,3.0,1.077,0.0,2.0,0.42,1.0,2.0,0.843,0.0,1.0,0.289,2.0,3.0,1.603,1.0,3.0,1.064,10.0,19.0,11.991,9600.0,12000.0,9551.2,40.0,40.0,40,20.0,20.0,20,1.0,1.0,0.998,28.0,32.0,29.769,2570.0,2620.0,2592.4,700.0,1200.0,704.75,18670.0,20540.0,15984.34,16.0,27.0,16.362,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,106.25,12000.0,12000.0,11883,1.0,1.0,0.6,,,,100.0,200.0,70.9,120.0,120.0,108.24,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,28.0,32.0,29.792,,,,20.0,20.0,20,20.0,20.0,21.36,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.252,0.0,0.0,0.048,,,,,,,,,,0.0,0.0,15,0.0,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.0,0.005,0.0,0.0,0.003,0.0,0.0,0.005,0.0,0.0,0.023,0.0,0.0,1.402
