day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
77,2.0,2.0,2,0.0,2.0,0.594,0.0,1.0,0.116,1.0,3.0,1.052,0.0,2.0,0.417,1.0,2.0,0.869,0.0,1.0,0.286,1.0,4.0,1.579,1.0,3.0,1.087,10.0,19.0,11.651,6000.0,7500.0,6173,0.0,1.0,0.1,0.0,0.0,0,1.0,1.0,0.726,28.0,28.0,27.961,980.0,1070.0,977.6,1150.0,1400.0,1007.25,2700.0,4100.0,2723.4,10.0,18.0,9.47,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,72.25,6000.0,6000.0,5964,1.0,1.0,0.59,,,,100.0,200.0,70.3,350.0,350.0,315,,,,100.0,100.0,100,28.0,28.0,27.996,,,,50.0,70.0,46.24,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.103,0.0,1.0,0.242,0.0,1.0,0.065,,,,50.0,50.0,45,1500.0,1500.0,1473,0.0,3.0,0.975,0.0,1.0,0.326,0.0,1.0,0.325,0.0,1.0,0.331,0.0,0.0,5,0.0,0.0,0.022,0.0,0.0,0.274
78,2.0,2.0,2,0.0,2.0,0.6,0.0,1.0,0.11,1.0,3.0,1.089,0.0,2.0,0.445,1.0,2.0,0.783,0.0,1.0,0.257,2.0,4.0,1.669,1.0,3.0,1.047,5.0,14.0,7.003,6000.0,7500.0,6200,0.0,1.0,0.086,0.0,0.0,0,1.0,1.0,0.726,28.0,28.0,27.978,980.0,1070.0,977.6,1100.0,1350.0,971.25,2750.0,4150.0,2780,10.0,18.0,9.513,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,93.5,6000.0,9000.0,6405,1.0,1.0,0.616,,,,100.0,200.0,70.2,100.0,100.0,91.4,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.9,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.091,0.0,1.0,0.24,0.0,1.0,0.053,,,,,,,1500.0,1500.0,1237.5,0.0,3.0,0.876,0.0,1.0,0.273,0.0,1.0,0.292,0.0,1.0,0.26,0.0,0.0,5,0.0,0.0,0.005,0.0,0.0,0.067
79,2.0,2.0,2,0.0,2.0,0.604,0.0,1.0,0.117,1.0,3.0,1.1,0.0,2.0,0.437,1.0,2.0,0.793,0.0,1.0,0.275,2.0,3.0,1.643,1.0,3.0,1.031,5.0,14.0,6.985,6000.0,7500.0,6188,0.0,1.0,0.101,20.0,20.0,17.98,1.0,1.0,0.725,28.0,28.0,27.984,1000.0,1090.0,995.58,300.0,1300.0,648.25,2750.0,4100.0,2751.25,10.0,18.0,9.604,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,59.5,6000.0,9000.0,7005,1.0,1.0,0.614,,,,100.0,200.0,71.2,0.0,0.0,0,,,,100.0,100.0,99.95,28.0,28.0,28,,,,0.0,0.0,0.66,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.088,0.0,1.0,0.24,0.0,1.0,0.058,,,,,,,1500.0,1500.0,958.5,0.0,3.0,0.663,0.0,1.0,0.222,0.0,1.0,0.221,0.0,1.0,0.196,,,,0.0,0.0,0.008,0.0,0.0,0.088
80,2.0,2.0,2,0.0,2.0,0.596,0.0,1.0,0.123,1.0,3.0,1.046,0.0,2.0,0.445,1.0,2.0,0.827,0.0,1.0,0.274,2.0,3.0,1.612,1.0,3.0,1.077,5.0,14.0,7.019,6000.0,7500.0,6183.5,0.0,1.0,0.101,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,27.997,1000.0,1090.0,995.63,250.0,1250.0,370.25,2850.0,4250.0,2858,10.0,18.0,9.584,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,59.5,6000.0,9000.0,6897,1.0,1.0,0.621,,,,100.0,200.0,71.9,150.0,150.0,134.85,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.68,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.09,0.0,1.0,0.236,0.0,1.0,0.053,,,,,,,1500.0,1500.0,1021.5,0.0,3.0,0.645,0.0,1.0,0.232,0.0,1.0,0.215,0.0,1.0,0.234,,,,0.0,0.0,0.001,0.0,0.0,0.015
81,2.0,2.0,2,0.0,2.0,0.622,0.0,1.0,0.103,1.0,3.0,1.1,0.0,2.0,0.436,1.0,2.0,0.816,0.0,1.0,0.262,1.0,3.0,1.548,1.0,3.0,1.113,5.0,14.0,6.929,6000.0,7500.0,6198,0.0,1.0,0.096,30.0,30.0,27.12,1.0,1.0,0.725,28.0,28.0,27.999,1025.0,1120.0,1022.75,450.0,1450.0,571,2800.0,4200.0,2827.8,10.0,18.0,9.802,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,12.75,6000.0,6000.0,5991,1.0,1.0,0.617,,,,100.0,200.0,69.8,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.76,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.091,0.0,1.0,0.247,0.0,0.0,0.045,,,,,,,1500.0,1500.0,1495.5,0.0,3.0,0.963,0.0,1.0,0.331,0.0,1.0,0.321,0.0,1.0,0.345,,,,0.0,0.0,0.001,0.0,0.0,0.015
82,2.0,2.0,2,0.0,2.0,0.586,0.0,1.0,0.114,1.0,3.0,1.067,0.0,2.0,0.433,1.0,2.0,0.809,0.0,1.0,0.259,2.0,3.0,1.654,1.0,3.0,1.078,6.0,14.0,7.104,6000.0,7500.0,6162.5,0.0,1.0,0.11,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,27.999,1025.0,1120.0,1022.75,650.0,900.0,564.25,2950.0,4350.0,2975,10.0,19.0,9.7,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,4.25,6000.0,9000.0,6411,1.0,1.0,0.601,,,,100.0,200.0,69.2,200.0,200.0,178,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.96,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.106,0.0,1.0,0.246,0.0,0.0,0.047,,,,,,,1500.0,1500.0,1291.5,0.0,3.0,0.843,0.0,1.0,0.291,0.0,1.0,0.281,0.0,1.0,0.289,,,,0.0,0.0,0.001,0.0,0.0,0.015
83,2.0,2.0,2,0.0,2.0,0.586,0.0,1.0,0.109,1.0,3.0,1.02,0.0,2.0,0.439,1.0,2.0,0.847,0.0,1.0,0.283,2.0,4.0,1.629,1.0,3.0,1.087,6.0,14.0,6.984,6000.0,7500.0,6151.5,0.0,1.0,0.105,40.0,40.0,35.8,1.0,1.0,0.725,28.0,28.0,28,1060.0,1160.0,1058.55,850.0,1100.0,724,2900.0,4300.0,2947.2,10.0,19.0,9.777,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,0.0,0.0,4.25,6000.0,6000.0,6075,1.0,1.0,0.588,,,,100.0,200.0,72.2,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.94,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.113,0.0,1.0,0.237,0.0,1.0,0.062,,,,,,,1500.0,1500.0,1461,0.0,3.0,1.017,0.0,1.0,0.317,0.0,1.0,0.339,0.0,1.0,0.318,,,,,,,,,
84,2.0,2.0,2,0.0,2.0,0.589,0.0,1.0,0.118,1.0,3.0,1.13,0.0,2.0,0.451,1.0,2.0,0.795,0.0,1.0,0.262,1.0,4.0,1.616,1.0,3.0,1.039,10.0,19.0,11.522,6000.0,7500.0,6173.5,0.0,1.0,0.112,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,28,1060.0,1160.0,1058.55,1050.0,1300.0,919.5,3200.0,4600.0,3229.3,10.0,19.0,9.633,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,6000.0,6009,1.0,1.0,0.62,,,,100.0,200.0,71.3,350.0,350.0,310.8,,,,100.0,100.0,100,28.0,28.0,28,,,,50.0,70.0,45.54,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.1,0.0,1.0,0.231,0.0,0.0,0.049,,,,50.0,50.0,44.4,1500.0,1500.0,1495.5,0.0,3.0,0.996,0.0,1.0,0.333,0.0,1.0,0.332,0.0,1.0,0.332,,,,,,,,,
85,2.0,2.0,2,0.0,2.0,0.617,0.0,1.0,0.122,1.0,3.0,1.107,0.0,2.0,0.418,1.0,2.0,0.8,0.0,1.0,0.282,1.0,3.0,1.583,1.0,3.0,1.071,6.0,14.0,7.129,6000.0,7500.0,6116,0.0,1.0,0.094,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,28,1060.0,1160.0,1058.55,1000.0,1250.0,878,3300.0,4700.0,3289.9,9.5,19.0,9.502,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,9000.0,6483,1.0,1.0,0.595,,,,100.0,200.0,70,100.0,100.0,90.6,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.98,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.116,0.0,1.0,0.245,0.0,0.0,0.044,,,,,,,1500.0,1500.0,1258.5,0.0,3.0,0.849,0.0,1.0,0.283,0.0,1.0,0.283,0.0,1.0,0.273,,,,,,,,,
86,2.0,2.0,2,0.0,2.0,0.592,0.0,1.0,0.112,1.0,3.0,1.095,0.0,2.0,0.429,1.0,2.0,0.806,0.0,1.0,0.3,2.0,4.0,1.607,1.0,3.0,1.059,5.0,14.0,7.095,6000.0,7500.0,6153.5,0.0,1.0,0.1,20.0,20.0,18,1.0,1.0,0.725,28.0,28.0,28,1080.0,1170.0,1076.55,1200.0,1450.0,1078,3250.0,4700.0,3262.8,9.0,19.0,9.247,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,6000.0,6000,1.0,1.0,0.607,,,,100.0,200.0,72.9,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,20.0,1.32,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.108,0.0,1.0,0.238,0.0,0.0,0.047,,,,,,,1500.0,1500.0,1500,0.0,3.0,1.065,0.0,1.0,0.335,0.0,1.0,0.355,0.0,1.0,0.31,,,,,,,,,
87,2.0,2.0,2,0.0,2.0,0.631,0.0,1.0,0.108,1.0,3.0,1.042,0.0,2.0,0.439,1.0,2.0,0.771,0.0,1.0,0.277,2.0,4.0,1.636,1.0,3.0,1.096,5.0,14.0,6.862,6000.0,7500.0,6109.5,0.0,1.0,0.128,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,28,1080.0,1170.0,1076.55,400.0,1400.0,744,3350.0,4800.0,3365.2,9.0,18.0,9.247,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,9000.0,7068,1.0,1.0,0.619,,,,100.0,200.0,71.6,150.0,150.0,130.8,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.66,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.101,0.0,1.0,0.236,0.0,0.0,0.044,,,,,,,1500.0,1500.0,966,0.0,3.0,0.66,0.0,1.0,0.209,0.0,1.0,0.22,0.0,1.0,0.215,,,,,,,,,
88,2.0,2.0,2,0.0,2.0,0.569,0.0,1.0,0.095,1.0,3.0,1.148,0.0,2.0,0.383,1.0,2.0,0.835,0.0,1.0,0.257,2.0,3.0,1.64,1.0,3.0,1.073,6.0,14.0,7.016,6000.0,7500.0,6095,0.0,1.0,0.095,30.0,30.0,27.15,1.0,1.0,0.725,28.0,28.0,28,1110.0,1200.0,1103.7,350.0,1350.0,471.5,3300.0,4800.0,3329.2,9.0,18.0,9.225,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,9000.0,6945,1.0,1.0,0.605,,,,0.0,200.0,64,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.76,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.095,0.0,1.0,0.255,0.0,0.0,0.045,,,,,,,1500.0,1500.0,1027.5,0.0,3.0,0.738,0.0,1.0,0.215,0.0,1.0,0.246,0.0,1.0,0.224,,,,,,,,,
89,2.0,2.0,2,0.0,2.0,0.607,0.0,1.0,0.113,1.0,3.0,1.082,0.0,2.0,0.42,1.0,2.0,0.814,0.0,1.0,0.258,2.0,3.0,1.582,1.0,3.0,1.124,6.0,14.0,7.079,6000.0,7500.0,6082,0.0,1.0,0.104,0.0,0.0,0,1.0,1.0,0.725,28.0,28.0,28,1110.0,1200.0,1103.7,550.0,800.0,463,3450.0,4950.0,3476.2,9.0,18.0,9.201,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,9000.0,6417,1.0,1.0,0.578,,,,100.0,200.0,67.8,200.0,200.0,179.2,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.9,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.124,0.0,1.0,0.247,0.0,1.0,0.051,,,,,,,1500.0,1500.0,1291.5,0.0,3.0,0.876,0.0,1.0,0.291,0.0,1.0,0.292,0.0,1.0,0.278,,,,,,,,,
90,2.0,2.0,2,0.0,2.0,0.595,0.0,1.0,0.111,1.0,3.0,1.052,0.0,2.0,0.441,1.0,2.0,0.816,0.0,1.0,0.29,2.0,3.0,1.599,1.0,3.0,1.096,6.0,14.0,7.087,6000.0,7500.0,6134,0.0,1.0,0.094,40.0,40.0,36.24,1.0,1.0,0.725,28.0,28.0,28,1140.0,1240.0,1139.94,750.0,1000.0,624,3450.0,4900.0,3449.3,9.0,18.049999999999955,9.304,100.0,100.0,100,4700.0,4700.0,4700,3000.0,3000.0,3000,,,,6000.0,6000.0,6078,1.0,1.0,0.601,,,,100.0,200.0,73.1,0.0,0.0,0,,,,100.0,100.0,100,28.0,28.0,28,,,,0.0,0.0,0.86,,,,5000.0,5000.0,5000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.083,0.0,1.0,0.262,0.0,1.0,0.054,,,,,,,1500.0,1500.0,1461,0.0,3.0,0.963,0.0,1.0,0.315,0.0,1.0,0.321,0.0,1.0,0.338,,,,,,,,,
