day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_in_ads_p50,energy_in_ads_p95,energy_in_ads_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_ads_p50,love_petals_in_ads_p95,love_petals_in_ads_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_ads_p50,tickets_in_ads_p95,tickets_in_ads_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
25,2.0,2.0,2,0.0,2.0,0.65,0.0,1.0,0.108,1.0,3.0,1.127,0.0,2.0,0.456,1.0,2.0,0.77,0.0,1.0,0.271,2.0,3.0,1.579,1.0,3.0,1.039,5.0,14.0,6.777,8000.0,9600.0,8816.8,30.0,30.0,30,1.0,1.0,1,24.0,24.0,24,380.0,430.0,395.27,750.0,750.0,750,3660.0,4360.0,3664.8,3.0,6.0,1.914,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.598,,,,100.0,200.0,72.7,0.0,0.0,0,,,,100.0,100.0,100,24.0,24.0,24,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.091,0.0,1.0,0.258,0.0,1.0,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2.0,2.0,2,0.0,2.0,0.602,0.0,1.0,0.107,1.0,3.0,1.102,0.0,2.0,0.411,1.0,2.0,0.814,0.0,1.0,0.264,2.0,4.0,1.657,1.0,3.0,1.043,5.0,13.0,6.749,8000.0,12000.0,8492.8,0.0,0.0,0,1.0,1.0,1,24.0,24.0,24,380.0,430.0,395.27,950.0,950.0,950,3860.0,4560.0,3827.3,3.0,6.0,1.914,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,,,,12000.0,12000.0,12000,1.0,1.0,0.595,,,,0.0,200.0,67.5,200.0,200.0,200,,,,100.0,100.0,100,24.0,24.0,24.004,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.111,0.0,1.0,0.234,0.0,1.0,0.06,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5,,,,,,
27,2.0,2.0,2,0.0,2.0,0.591,0.0,1.0,0.116,1.0,3.0,1.106,0.0,2.0,0.443,1.0,2.0,0.805,0.0,1.0,0.292,1.0,3.0,1.583,1.0,3.0,1.064,5.0,13.0,6.937,8000.0,12000.0,8826.4,40.0,40.0,40,1.0,1.0,0.999,24.0,24.0,24.003,420.0,470.0,435.27,1150.0,1150.0,1149.25,3760.0,4560.0,3800.85,3.0,6.0,1.914,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,12.75,12000.0,12000.0,11988,1.0,1.0,0.589,,,,100.0,200.0,73.5,0.0,0.0,0,,,,100.0,100.0,99.95,24.0,24.0,24.004,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.999,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.102,0.0,1.0,0.267,0.0,0.0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2.0,2.0,2,0.0,2.0,0.609,0.0,1.0,0.124,1.0,3.0,1.124,0.0,2.0,0.419,1.0,2.0,0.749,0.0,1.0,0.296,2.0,4.0,1.656,1.0,3.0,1.023,10.0,19.0,11.953,8000.0,12000.0,9064,0.0,0.0,0,1.0,1.0,0.999,24.0,24.0,24.004,420.0,470.0,435.27,1350.0,1350.0,1349.5,4110.0,4710.0,3987.35,3.0,6.0,1.917,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,4.25,12000.0,12000.0,11994,1.0,1.0,0.58,,,,100.0,200.0,71.5,350.0,350.0,350,,,,100.0,100.0,100,24.0,24.0,24.112,,,,50.0,50.0,50,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.115,0.0,1.0,0.257,0.0,0.0,0.048,,,,50.0,50.0,50,0.0,0.0,1.5,0.0,0.0,0.003,,,,0.0,0.0,0.001,,,,0.0,0.0,135,,,,,,
29,2.0,2.0,2,0.0,2.0,0.632,0.0,1.0,0.104,1.0,3.0,1.088,0.0,2.0,0.412,1.0,2.0,0.768,0.0,1.0,0.29,2.0,3.0,1.578,1.0,3.0,1.128,5.0,13.0,6.738,8000.0,12000.0,9101.6,0.0,0.0,0,1.0,1.0,0.999,24.0,24.0,24.085,420.0,470.0,435.32,50.0,50.0,71.25,4110.0,4810.0,3982.55,3.0,6.0,2.925,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,344.25,12000.0,12000.0,11676,1.0,1.0,0.596,,,,100.0,200.0,70.2,100.0,100.0,100,,,,100.0,100.0,100,24.0,24.0,24.172,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.113,0.0,1.0,0.248,0.0,0.0,0.043,,,,,,,1500.0,1500.0,1458,0.0,3.0,1.008,0.0,1.0,0.329,0.0,1.0,0.336,0.0,1.0,0.307,0.0,0.0,75,,,,,,
30,2.0,2.0,2,0.0,2.0,0.557,0.0,1.0,0.118,1.0,3.0,1.066,0.0,2.0,0.465,1.0,2.0,0.818,0.0,1.0,0.287,2.0,3.0,1.596,1.0,3.0,1.073,5.0,14.0,6.91,8000.0,12000.0,9024,20.0,20.0,20,1.0,1.0,0.999,24.0,24.0,24.142,440.0,490.0,455.42,250.0,250.0,285.5,4110.0,4710.0,3924.75,3.0,6.0,2.94,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,242.25,12000.0,12000.0,11703,1.0,1.0,0.597,,,,100.0,200.0,75.2,0.0,0.0,0,,,,100.0,100.0,98,24.0,24.199999999999818,24.2,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.96,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.96,0.0,0.0,0.1,0.0,1.0,0.093,0.0,1.0,0.259,0.0,1.0,0.051,,,,,,,0.0,0.0,40.5,0.0,0.0,0.015,0.0,0.0,0.009,0.0,0.0,0.005,0.0,0.0,0.013,0.0,0.0,35,,,,,,
31,2.0,2.0,2,0.0,2.0,0.605,0.0,1.0,0.122,1.0,3.0,1.076,0.0,2.0,0.419,1.0,2.0,0.77,0.0,1.0,0.262,2.0,4.0,1.685,1.0,3.0,1.061,5.0,14.0,6.92,8000.0,12000.0,8923.2,0.0,0.0,0,1.0,1.0,0.999,24.0,24.09999999999991,24.186,440.0,490.0,455.52,450.0,474.99999999997726,496.5,4160.0,4860.0,3967.85,3.0,6.0,2.94,40.0,40.0,40,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,187,12000.0,12000.0,11802,1.0,1.0,0.616,,,,100.0,200.0,68.1,150.0,150.0,150,,,,100.0,100.0,100,24.0,28.0,24.26,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.097,0.0,1.0,0.246,0.0,0.0,0.041,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,75,,,,,,
32,2.0,2.0,2,0.0,2.0,0.614,0.0,1.0,0.108,1.0,3.0,1.068,0.0,2.0,0.467,1.0,2.0,0.794,0.0,1.0,0.237,2.0,3.0,1.636,1.0,3.0,1.076,5.0,13.049999999999955,6.766,8000.0,9600.0,8712.8,30.0,30.0,30,1.0,1.0,0.976,24.0,26.09999999999991,24.23,470.0,520.0,485.57,650.0,650.0,632.5,4160.0,4760.0,3904.4,3.0,6.0,2.979,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,187,12000.0,12000.0,11802,1.0,1.0,0.595,,,,100.0,200.0,70.4,0.0,0.0,0,,,,100.0,100.0,98.85,24.0,28.0,24.288,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.977,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.094,0.0,1.0,0.244,0.0,1.0,0.067,,,,,,,0.0,74.99999999993179,75,0.0,0.0,0.039,0.0,0.0,0.017,0.0,0.0,0.013,0.0,0.0,0.02,0.0,0.0,35,,,,,,
33,2.0,2.0,2,0.0,2.0,0.623,0.0,1.0,0.108,1.0,3.0,1.07,0.0,2.0,0.443,1.0,2.0,0.766,0.0,1.0,0.288,2.0,3.0,1.581,1.0,3.0,1.121,5.0,14.0,6.735,8000.0,12000.0,8756.8,0.0,0.0,0,1.0,1.0,0.976,24.0,28.0,24.281,470.0,520.0,485.57,850.0,850.0,812.25,4260.0,4860.0,3877.5,3.0,6.0,2.994,120.0,120.0,120,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,216.75,12000.0,12000.0,11781,1.0,1.0,0.608,,,,100.0,200.0,73.1,200.0,200.0,200,,,,100.0,100.0,100,24.0,28.0,24.448,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,,,,0.0,1.0,0.096,0.0,1.0,0.245,0.0,1.0,0.051,,,,,,,0.0,0.0,22.5,0.0,0.0,0.015,0.0,0.0,0.004,0.0,0.0,0.005,0.0,0.0,0.006,0.0,0.0,200,,,,,,
34,2.0,2.0,2,0.0,2.0,0.589,0.0,1.0,0.117,1.0,3.0,1.09,0.0,2.0,0.446,1.0,2.0,0.846,0.0,1.0,0.246,1.0,3.0,1.584,1.0,3.0,1.082,5.0,14.0,6.87,8000.0,12000.0,9108,40.0,40.0,40,1.0,1.0,0.951,24.0,28.0,24.408,510.0,560.0,525.77,1050.0,1050.0,984,4260.0,4860.0,3807.95,3.0,6.0,2.997,160.0,160.0,160,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,539.75,12000.0,12000.0,11478,1.0,1.0,0.601,,,,100.0,200.0,69.2,0.0,0.0,0,,,,100.0,100.0,98.75,24.0,28.0,24.48,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.975,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.2,0.0,1.0,0.095,0.0,1.0,0.243,0.0,1.0,0.061,,,,,,,0.0,0.0,10.5,0.0,0.0,0.003,0.0,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,40,,,,,,
35,2.0,2.0,2,0.0,2.0,0.624,0.0,1.0,0.12,1.0,3.0,1.031,0.0,2.0,0.42,1.0,2.0,0.815,0.0,1.0,0.297,2.0,4.0,1.622,1.0,3.0,1.071,10.0,19.0,11.879,9600.0,12000.0,9324,0.0,0.0,0,1.0,1.0,0.951,24.0,28.0,24.472,510.0,560.0,525.87,1250.0,1250.0,1188,4710.0,5310.0,3629.65,3.0,6.0,3.036,0.0,0.0,0,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,272,12000.0,12000.0,11664,1.0,1.0,0.584,,,,100.0,200.0,71.7,350.0,350.0,350,,,,100.0,100.0,100,24.0,28.0,25.2,,,,50.0,50.0,50,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.105,0.0,1.0,0.252,0.0,1.0,0.059,400.0,400.0,400,50.0,50.0,50,0.0,0.0,60,0.0,0.0,0.039,0.0,0.0,0.015,0.0,0.0,0.013,0.0,0.0,0.012,0.0,5000.0,900,,,,,,
36,2.0,2.0,2,0.0,2.0,0.623,0.0,1.0,0.095,1.0,3.0,1.087,0.0,2.0,0.444,1.0,2.0,0.797,0.0,1.0,0.262,1.0,4.0,1.609,1.0,3.0,1.083,5.0,13.0,6.746,9600.0,12000.0,9403.2,0.0,0.0,0,1.0,1.0,0.951,24.0,28.0,25.02,510.0,560.0,526.77,1450.0,1450.0,1255,635.0,4910.0,1800.25,3.0,6.0,3.039,40.0,40.0,40,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,12750.0,2329,12000.0,12000.0,9792,1.0,1.0,0.59,,,,100.0,200.0,70.6,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,26.72,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.9,0.0,1.0,0.103,0.0,1.0,0.263,0.0,0.0,0.044,,,,,,,0.0,0.0,12,0.0,0.0,0.003,0.0,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.002,0.0,5000.0,1900,,,,,,
37,2.0,2.0,2,0.0,2.0,0.612,0.0,1.0,0.091,1.0,3.0,1.068,0.0,1.0,0.409,1.0,2.0,0.849,0.0,1.0,0.263,1.0,3.0,1.536,1.0,3.0,1.096,5.0,13.0,6.653,9600.0,12000.0,9172,20.0,20.0,20,1.0,1.0,0.951,27.0,28.0,26.34,530.0,580.0,548.92,900.0,1150.0,735,610.0,4810.0,1710.05,3.0,9.0,3.534,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,4250.0,12750.0,5610,6000.0,12000.0,6360,1.0,1.0,0.598,,,,100.0,200.0,67.2,0.0,0.0,0,,,,100.0,100.0,92.4,28.0,28.0,26.772,,,,,,,40.0,40.0,40,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.848,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.848,0.0,0.0,2.15,0.0,1.0,0.093,0.0,1.0,0.257,0.0,1.0,0.052,,,,,,,750.0,1500.0,750,0.0,3.0,0.495,0.0,1.0,0.175,0.0,1.0,0.165,0.0,1.0,0.16,0.0,0.0,65,,,,,,
38,2.0,2.0,2,0.0,2.0,0.559,0.0,1.0,0.118,1.0,3.0,1.115,0.0,2.0,0.43,1.0,2.0,0.802,0.0,1.0,0.276,2.0,3.0499999999999545,1.628,1.0,3.0,1.072,5.0,14.0,6.914,8000.0,12000.0,8911.2,0.0,0.0,0,1.0,1.0,0.951,28.0,28.0,26.746,530.0,580.0,549.17,1350.0,1350.0,1036.5,660.0,4960.0,1700.65,3.0,9.0,3.93,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,4250.0,1725.5,12000.0,12000.0,9603,1.0,1.0,0.602,,,,100.0,200.0,70.6,150.0,150.0,150,,,,100.0,100.0,100,28.0,28.0,26.876,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.25,0.0,1.0,0.101,0.0,1.0,0.247,0.0,0.049999999999954525,0.05,,,,,,,0.0,1500.0,570,0.0,3.0,0.396,0.0,1.0,0.12,0.0,1.0,0.132,0.0,1.0,0.128,0.0,0.0,130,,,,,,
39,2.0,2.0,2,0.0,2.0,0.583,0.0,1.0,0.093,1.0,3.0,1.074,0.0,2.0,0.444,1.0,2.0,0.848,0.0,1.0,0.255,1.0,4.0,1.57,1.0,3.0,1.133,5.0,13.0,6.607,9600.0,12000.0,9047.2,30.0,30.0,30,1.0,1.0,0.88,28.0,28.0,26.824,560.0,610.0,579.27,50.0,550.0,216.5,660.0,4860.0,1644.1,3.0,9.0,4.668,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,331.5,12000.0,12000.0,11649,1.0,1.0,0.601,,,,100.0,200.0,69.9,0.0,0.0,0,,,,100.0,100.0,96.45,28.0,28.0,26.9,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.929,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.118,0.0,1.0,0.229,0.0,1.0,0.052,,,,,,,1500.0,1500.0,1039.5,0.0,3.0,0.738,0.0,1.0,0.207,0.0,1.0,0.246,0.0,1.0,0.24,0.0,0.0,30,,,,,,
40,2.0,2.0,2,0.0,2.0,0.578,0.0,1.0,0.111,1.0,3.0,1.036,0.0,2.0,0.431,1.0,2.0,0.794,0.0,1.0,0.268,2.0,3.0,1.634,1.0,3.0,1.148,5.0,13.0,6.801,8000.0,12000.0,9068,0.0,0.0,0,1.0,1.0,0.88,28.0,28.0,26.894,560.0,610.0,579.32,250.0,750.0,386,660.0,4860.0,1444,4.5,9.0,4.698,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,297.5,12000.0,12000.0,11694,1.0,1.0,0.613,,,,100.0,200.0,69.9,200.0,200.0,200,,,,100.0,100.0,100,28.0,28.0,27.196,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.05,0.0,1.0,0.109,0.0,1.0,0.238,0.0,0.0,0.04,,,,,,,0.0,0.0,39,0.0,0.0,0.03,0.0,0.0,0.005,0.0,0.0,0.01,0.0,0.0,0.011,0.0,5000.0,370,,,,,,
41,2.0,2.0,2,0.0,2.0,0.594,0.0,1.0,0.126,1.0,3.0,1.047,0.0,2.0,0.444,1.0,2.0,0.813,0.0,1.0,0.256,2.0,4.0,1.664,1.0,3.0,1.056,5.0,14.0,6.929,9600.0,12000.0,9171.2,40.0,40.0,40,1.0,1.0,0.83,28.0,28.0,27.122,600.0,650.0,619.42,450.0,950.0,532,660.0,4860.0,1376.5,4.5,9.0,4.698,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,12750.0,969,12000.0,12000.0,11076,1.0,1.0,0.622,,,,100.0,200.0,70,0.0,0.0,0,,,,100.0,100.0,97.5,28.0,28.0,27.228,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.95,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.083,0.0,1.0,0.243,0.0,1.0,0.052,,,,,,,0.0,0.0,9,,,,0.0,0.0,0.002,,,,0.0,0.0,0.004,0.0,0.0,40,,,,,,
42,2.0,2.0,2,0.0,2.0,0.618,0.0,1.0,0.11,1.0,3.0,1.114,0.0,2.0,0.432,1.0,2.0,0.765,0.0,1.0,0.251,2.0,3.0,1.642,1.0,3.0,1.068,10.0,18.049999999999955,11.719,9600.0,12000.0,9288,0.0,0.0,0,1.0,1.0,0.83,28.0,28.0,27.22,600.0,650.0,619.57,650.0,1150.0,744.5,810.0,4710.0,1074.8,6.0,9.0,4.764,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,4250.0,416.5,12000.0,12000.0,11460,1.0,1.0,0.613,,,,100.0,200.0,68.3,350.0,350.0,350,,,,100.0,100.0,100,28.0,28.0,27.724,,,,50.0,50.0,50,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.15,0.0,1.0,0.111,0.0,1.0,0.228,0.0,0.0,0.048,,,,50.0,50.0,50,0.0,1500.0,111,0.0,0.0,0.066,0.0,0.0,0.026,0.0,0.0,0.022,0.0,0.0,0.026,0.0,5000.0,620,,,,,,
43,2.0,2.0,2,0.0,2.0,0.593,0.0,1.0,0.102,1.0,3.0,1.114,0.0,2.0,0.444,1.0,2.0,0.807,0.0,1.0,0.256,1.0,3.0,1.581,1.0,3.0,1.103,5.0,13.0,6.703,8000.0,12000.0,8927.2,0.0,0.0,0,1.0,1.0,0.83,28.0,28.0,27.6,600.0,650.0,620.17,850.0,1350.0,853.5,810.0,4410.0,1064.8,6.0,9.0,4.77,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,12750.0,1615,12000.0,12000.0,10464,1.0,1.0,0.625,,,,100.0,200.0,70,100.0,100.0,100,,,,100.0,100.0,100,28.0,28.0,27.788,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.6,0.0,1.0,0.091,0.0,1.0,0.236,0.0,0.0,0.048,,,,,,,0.0,0.0,12,0.0,0.0,0.006,0.0,0.0,0.003,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.0,80,,,,,,
44,2.0,2.0,2,0.0,2.0,0.605,0.0,1.0,0.108,1.0,3.0,1.072,0.0,2.0,0.411,1.0,2.0,0.787,0.0,1.0,0.261,2.0,3.0,1.603,1.0,3.0,1.123,5.0,14.0,6.837,9600.0,12000.0,9127.2,20.0,20.0,20,1.0,1.0,0.83,28.0,28.0,27.772,620.0,670.0,640.32,1050.0,1050.0,993,810.0,2310.0,1000,6.0,9.0,4.926,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,4250.0,731,12000.0,12000.0,11064,1.0,1.0,0.568,,,,100.0,200.0,67.2,0.0,0.0,0,,,,100.0,100.0,97,28.0,28.0,27.816,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,1.94,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,11.94,0.0,0.0,0.15,0.0,1.0,0.117,0.0,1.0,0.256,0.0,1.0,0.059,,,,,,,0.0,1500.0,265.5,0.0,3.0,0.156,0.0,1.0,0.059,0.0,1.0,0.052,0.0,1.0,0.066,0.0,0.0,35,,,,,,
45,2.0,2.0,2,0.0,2.0,0.572,0.0,1.0,0.114,1.0,3.0,1.126,0.0,2.0,0.435,1.0,2.0,0.796,0.0,1.0,0.242,2.0,4.0,1.617,1.0,3.0,1.098,5.0,13.0,6.978,8000.0,12000.0,8964,0.0,0.0,0,1.0,1.0,0.83,28.0,28.0,27.802,620.0,670.0,640.42,1250.0,1250.0,1200.5,860.0,2360.0,1102.7,6.0,9.0,4.947,80.0,80.0,80,9200.0,9200.0,9200,3000.0,3000.0,3000,0.0,0.0,127.5,12000.0,12000.0,11841,1.0,1.0,0.584,,,,100.0,200.0,67.7,150.0,150.0,150,,,,100.0,100.0,100,28.0,28.0,27.828,,,,,,,,,,8000.0,8000.0,8000,3.0,3.0,3,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,12.0,12.0,12,0.0,0.0,0.1,0.0,1.0,0.094,0.0,1.0,0.263,0.0,1.0,0.059,,,,,,,0.0,0.0,24,0.0,0.0,0.021,0.0,0.0,0.009,0.0,0.0,0.007,,,,0.0,0.0,15,,,,,,
